row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,9.350.395.231.681,6.934.016.769.710,,100.0,,9350395231681.0,6934016769710.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,630.611.012.001,552.339.512.408,,110.0,4.0,630611012001.0,552339512408.0
1.,1.,1.,Tiền,111,,79.713.237.743,139.889.470.204,,111.0,,79713237743.0,139889470204.0
2.,2.,2.,Các khoản tương đương tiền,112,,550.897.774.258,412.450.042.204,,112.0,,550897774258.0,412450042204.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,6.608.557.368.342,4.173.210.173.033,,120.0,5.0,6608557368342.0,4173210173033.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,6.608.557.368.342,4.173.210.173.033,,123.0,,6608557368342.0,4173210173033.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.001.733.911.616,987.901.715.337,,130.0,,1001733911616.0,987901715337.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,1.211.786.926.271,1.104.878.330.971,,131.0,6.0,1211786926271.0,1104878330971.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,22.309.836.111,53.922.433.156,,132.0,,22309836111.0,53922433156.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,97.343.584.052,85.195.938.979,,136.0,7.0,97343584052.0,85195938979.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,8,(329.706.434.818),(256.094.987.769),,137.0,8.0,-329706434818.0,-256094987769.0
IV.,IV.,IV.,Hàng tồn kho,140,9,627.896.135.608,656.730.226.675,,140.0,9.0,627896135608.0,656730226675.0
1.,1.,1.,Hàng tồn kho,141,,697.613.777.715,687.009.461.752,,141.0,,697613777715.0,687009461752.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(69.717.642.107),(30.279.235.077),,149.0,,-69717642107.0,-30279235077.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,481.596.804.114,563.835.142.257,,150.0,,481596804114.0,563835142257.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,444.263.511.711,522.718.672.233,,151.0,10.0,444263511711.0,522718672233.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,27.731.020.501,31.603.264.829,,152.0,,27731020501.0,31603264829.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,11,9.602.271.902,9.513.205.195,,153.0,11.0,9602271902.0,9513205195.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,6.730.573.747.199,6.396.937.784.842,,200.0,,6730573747199.0,6396937784842.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,31.521.714.902,25.876.472.143,,210.0,,31521714902.0,25876472143.0
1.,1.,1.,Phải thu dài hạn khác,216,,33.878.406.083,28.233.163.324,,216.0,,33878406083.0,28233163324.0
2.,2.,2.,Dự phòng phải thu dài hạn khó đòi,219,,(2.356.691.181),(2.356.691.181),,219.0,,-2356691181.0,-2356691181.0
II.,II.,II.,Tài sản cố định,220,,4.894.107.754.939,4.791.798.509.796,,220.0,,4894107754939.0,4791798509796.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,4.304.552.110.817,4.167.162.580.730,,221.0,12.0,4304552110817.0,4167162580730.0
,,,- Nguyên giá,222,,8.728.731.666.004,8.115.948.225.407,,222.0,,8728731666004.0,8115948225407.0
,,,- Giá trị hao mòn lũy kế,223,,(4.424.179.555.187),(3.948.785.644.677),,223.0,,-4424179555187.0,-3948785644677.0
2.,2.,2.,Tài sản cố định vô hình,227,13,589.555.644.122,624.635.929.066,,227.0,13.0,589555644122.0,624635929066.0
,,,- Nguyên giá,228,,919.170.220.951,894.175.259.589,,228.0,,919170220951.0,894175259589.0
,,,- Giá trị hao mòn lũy kế,229,,(329.614.576.829),(269.539.330.523),,229.0,,-329614576829.0,-269539330523.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,307.445.010.561,128.114.918.230,,240.0,,307445010561.0,128114918230.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,14,307.445.010.561,128.114.918.230,,242.0,14.0,307445010561.0,128114918230.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,6.200.000.000,6.000.000.000,,250.0,5.0,6200000000.0,6000000000.0
1.,1.,1.,Đầu tư góp vốn vào đơn vị khác,253,,9.684.980.000,9.684.980.000,,253.0,,9684980000.0,9684980000.0
2.,2.,2.,Dự phòng đầu tư tài chính dài hạn,254,,(3.684.980.000),(3.684.980.000),,254.0,,-3684980000.0,-3684980000.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,255,,200.000.000,,,255.0,,200000000.0,
V.,V.,V.,Tài sản dài hạn khác,260,,1.491.299.266.797,1.445.147.884.673,,260.0,,1491299266797.0,1445147884673.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,1.461.779.271.867,1.441.568.408.708,,261.0,10.0,1461779271867.0,1441568408708.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,,29.519.994.930,3.579.475.965,,262.0,,29519994930.0,3579475965.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,16.080.968.978.880,13.330.954.554.552,,270.0,,16080968978880.0,13330954554552.0
