row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Các khoản tương đương tiền,Các khoản tương đương tiền,Các khoản tương đương tiền,1.064.190.977,2.152.838.401,1064190977.0,2152838401.0
Gửi tiền vào tài khoản tập trung của Công ty Cổ phần FPT,Gửi tiền vào tài khoản tập trung của Công ty Cổ phần FPT,Gửi tiền vào tài khoản tập trung của Công ty Cổ phần FPT,1.064.190.977,2.152.838.401,1064190977.0,2152838401.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,13.969.093.526,18.994.830.193,13969093526.0,18994830193.0
Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,6.475.463.133,7.454.344.339,6475463133.0,7454344339.0
Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),4.518.541.537,5.157.304.340,4518541537.0,5157304340.0
Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),2.975.088.856,6.383.181.514,2975088856.0,6383181514.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,4.521.510.531,4.530.709.985,4521510531.0,4530709985.0
Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),4.521.000.000,4.521.000.000,4521000000.0,4521000000.0
Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,510.531,9.709.985,510531.0,9709985.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,232.775.845.431,15.535.429.042,232775845431.0,15535429042.0
Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),Công ty TNHH Hệ thống Thông tin FPT (FIS),214.052.599.391,168.904.915,214052599391.0,168904915.0
Công ty Cổ phần FPT,Công ty Cổ phần FPT,Công ty Cổ phần FPT,17.552.429.700,15.366.524.127,17552429700.0,15366524127.0
Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),Công ty TNHH Phần mềm FPT (FSO),1.170.816.340,-,1170816340.0,
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,249.845.764.000,-,249845764000.0,
Công ty Cổ phần FPT- Cổ tức phải trả,Công ty Cổ phần FPT- Cổ tức phải trả,Công ty Cổ phần FPT- Cổ tức phải trả,249.845.764.000,-,249845764000.0,
