row_label_raw,row_label_full,a. Phải trả người bán ngắn hạn là các bên liên quan (Chi tiết tại Thuyết minh số 32),Số cuối năm > Giá trị > 232.775.845.431,Số cuối năm > VND Số có khả năng trả nợ > 232.775.845.431,Số đầu năm > Giá trị > 15.535.429.042,Số đầu năm > VND Số có khả năng trả nợ > 15.535.429.042,numeric__Số cuối năm > Giá trị > 232.775.845.431,numeric__Số cuối năm > VND Số có khả năng trả nợ > 232.775.845.431,numeric__Số đầu năm > Giá trị > 15.535.429.042,numeric__Số đầu năm > VND Số có khả năng trả nợ > 15.535.429.042
b. Phải trả người bán ngắn hạn không phải bên liên quan,b. Phải trả người bán ngắn hạn không phải bên liên quan,b. Phải trả người bán ngắn hạn không phải bên liên quan,1.345.649.888.170,1.345.649.888.170,1.347.346.147.663,1.347.346.147.663,1345649888170.0,1345649888170.0,1347346147663.0,1347346147663.0
Công ty Cổ phần Phát triển Công nghệ Viễn thông Tín học Sun Việt,Công ty Cổ phần Phát triển Công nghệ Viễn thông Tín học Sun Việt,Công ty Cổ phần Phát triển Công nghệ Viễn thông Tín học Sun Việt,185.731.729.160,185.731.729.160,92.630.617.200,92.630.617.200,185731729160.0,185731729160.0,92630617200.0,92630617200.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,1.159.918.159.010,1.159.918.159.010,1.254.715.530.463,1.254.715.530.463,1159918159010.0,1159918159010.0,1254715530463.0,1254715530463.0
,,,1.578.425.733.601,1.578.425.733.601,1.362.881.576.705,1.362.881.576.705,1578425733601.0,1578425733601.0,1362881576705.0,1362881576705.0
