row_label_raw,row_label_full,col_0,Current year,Previous year,numeric__Current year,numeric__Previous year
Interest income,Interest income,Interest income,"98,990,856,822","122,282,392,022",,
Gain on sale of investments,Gain on sale of investments,Gain on sale of investments,,"20,029,861,509",,
"Dividends, profits earned","Dividends, profits earned","Dividends, profits earned","5,575,190,947","5,560,322,528",,
Foreign exchange gains,Foreign exchange gains,Foreign exchange gains,"38,323,283,899","41,478,884,865",,
Interests of sale under deferred payment or payment discounts,Interests of sale under deferred payment or payment discounts,Interests of sale under deferred payment or payment discounts,"47,626,348,610","44,193,923,535",,
Others,Interests of sale under deferred payment or payment discounts > Others,Others,"7,626,528,118","305,214",,305.214
Total,Total,Total,"198,142,208,396","233,545,689,673",,
