row_label_raw,row_label_full,Foreign currency,Ending Balance,Beginning Balance,numeric__Ending Balance,numeric__Beginning Balance
- USD,- USD,- USD,"2,724,644.67","1,951,163.41",,
- EUR,- USD > - EUR,- EUR,"4,682.07","1,629.65",4.68207,1.62965
- HKD,- USD > - HKD,- HKD,"14,860.00","14,860.00",14.86,14.86
- CNY,- USD > - CNY,- CNY,"22,947.60","22,947.60",22.9476,22.9476
- THB,- USD > - THB,- THB,"5,150.00","5,150.00",5.15,5.15
- SGD,- USD > - SGD,- SGD,"6,694.00","4,277.00",6.694,4.277
- JPY,- USD > - JPY,- JPY,5.00,"871,169.00",500.0,871.169
