row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,11.640.987.304,3.732.450.897,11640987304.0,3732450897.0
"Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",1.885.329.358,1.172.938.331,1885329358.0,1172938331.0
Các khoản khác,Các khoản khác,Các khoản khác,9.755.657.946,2.559.512.566,9755657946.0,2559512566.0
b) Dài hạn (*),b) Dài hạn (*),b) Dài hạn (*),643.968.340.031,656.754.934.595,643968340031.0,656754934595.0
Tiền thuê đất Sa Đéc,Tiền thuê đất Sa Đéc,Tiền thuê đất Sa Đéc,47.049.616.091,48.160.812.674,47049616091.0,48160812674.0
Tiền thuê đất nhà máy năng lượng mặt trời Tịnh Biên,Tiền thuê đất nhà máy năng lượng mặt trời Tịnh Biên,Tiền thuê đất nhà máy năng lượng mặt trời Tịnh Biên,456.745.764.905,467.378.089.286,456745764905.0,467378089286.0
Tiền thuê đất chợ Sao Mai Bình Khánh 5,Tiền thuê đất chợ Sao Mai Bình Khánh 5,Tiền thuê đất chợ Sao Mai Bình Khánh 5,3.602.789.236,3.694.263.721,3602789236.0,3694263721.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,28.338.497.228,29.635.212.860,28338497228.0,29635212860.0
"Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",13.046.307.908,10.117.222.656,13046307908.0,10117222656.0
Các khoản khác,Các khoản khác,Các khoản khác,95.185.364.663,97.769.333.398,95185364663.0,97769333398.0
Cộng,Cộng,Cộng,655.609.327.335,660.487.385.492,655609327335.0,660487385492.0
