row_label_raw,row_label_full,Mr:,Le Tuan Anh,Executive President,numeric__Le Tuan Anh,numeric__Executive President
Mr:,Mr:,Mr:,Nguyen Van Hung,Executive Vice President,,
Mr:,Mr:,Mr:,Le Van Chung,Executive Vice President,,
Mr:,Mr:,Mr:,Le Van Thanh,Executive Vice President,,
Mr:,Mr:,Mr:,Le Xuan Que,Executive Vice President,,
Mr:,Mr:,Mr:,Truong Vinh Thanh,Executive Vice President,,
Ms:,Ms:,Ms:,Le Thi Phuong,Executive Vice President,,
Mr:,Mr:,Mr:,Le Nguyen Hoang Anh Duy,Executive Vice President,,
Mr:,Mr:,Mr:,Truong Cong Khanh,Financial Director,,
