row_label_raw,row_label_full,d) Finance lease liabilities,d) Finance lease liabilities_1,d) Finance lease liabilities_2,Ending Balance,Ending Balance_1,Beginning Balance,Beginning Balance_1,numeric__d) Finance lease liabilities_1,numeric__d) Finance lease liabilities_2,numeric__Ending Balance,numeric__Ending Balance_1,numeric__Beginning Balance,numeric__Beginning Balance_1
d) Finance lease liabilities,d) Finance lease liabilities,d) Finance lease liabilities,d) Finance lease liabilities,d) Finance lease liabilities,Recoverable value,Value,Recoverable value,Value,,,,,,
Short-term,Short-term,Short-term,Short-term,Short-term,"66,170,051,420","66,170,051,420","50,122,868,388","50,122,868,388",,,,,,
Principal of financial leasing,Principal of financial leasing,Principal of financial leasing,Principal of financial leasing,Principal of financial leasing,"66,170,051,420","66,170,051,420","50,122,868,388","50,122,868,388",,,,,,
Long-term,Long-term,Long-term,Long-term,Long-term,"45,813,284,884","45,813,284,884","141,188,777,115","141,188,777,115",,,,,,
Principal of financial leasing,Principal of financial leasing,Principal of financial leasing,Principal of financial leasing,Principal of financial leasing,"45,813,284,884","45,813,284,884","141,188,777,115","141,188,777,115",,,,,,
Total,Total,Total,Total,Total,"111,983,336,304","111,983,336,304","191,311,645,503","191,311,645,503",,,,,,
d) Overdue debts: none,d) Overdue debts: none,d) Overdue debts: none,d) Overdue debts: none,d) Overdue debts: none,d) Overdue debts: none,d) Overdue debts: none,d) Overdue debts: none,d) Overdue debts: none,,,,,,
e) Detailed description of borrowings and finance lease liabilities for relevant entities: None,e) Detailed description of borrowings and finance lease liabilities for relevant entities: None,e) Detailed description of borrowings and finance lease liabilities for relevant entities: None,e) Detailed description of borrowings and finance lease liabilities for relevant entities: None,e) Detailed description of borrowings and finance lease liabilities for relevant entities: None,e) Detailed description of borrowings and finance lease liabilities for relevant entities: None,e) Detailed description of borrowings and finance lease liabilities for relevant entities: None,e) Detailed description of borrowings and finance lease liabilities for relevant entities: None,e) Detailed description of borrowings and finance lease liabilities for relevant entities: None,,,,,,
f) Common bond,f) Common bond,f) Common bond,Ending Balance,Ending Balance,Ending Balance,Beginning Balance,Beginning Balance,Beginning Balance,,,,,,
f) Common bond,f) Common bond,f) Common bond,Value,Rate,Term,Value,Rate,Term,,,,,,
Short-term,Short-term,Short-term,,,,,,,,,,,,
Long-term,Long-term,Long-term,,,,,,,,,,,,
+ Bond,+ Bond,+ Bond,"964,854,706,521",,,,,,,,,,,
Bonds issued,Bonds issued,Bonds issued,"1,000,000,000,000",5.575%/year,96 months,,,,,,,,,
Bond cost allocation,Bond cost allocation,Bond cost allocation,"(35,145,293,479)",,,,,,,,,,,
Total,Total,Total,"964,854,706,521",,,,,,,,,,,
