row_label_raw,row_label_full,Bên cho vay > Công Ty Cho Thuê Tài Chính TNHH MTV Ngân Hàng TMCP Công Thương Việt Nam - CN TPHCM (VIETTIN LEASING) > Công Ty TNHH Cho Thuê Tài Chính Quốc Tế Việt Nam (VILC),Hợp đồng/Khé ước > 153/2022/CN.MN-CTTC > 2022-00003-000 > 2022-00004-000,Hạn mức/Số tiền vay (VND) > USD,Hạn mức/Số tiền vay (VND) > VND > 58.333.460.000 > 58.800.000.012 > 36.239.999.988,Dư nợ vay > USD,Dư nợ vay > VND > 26.249.999.992 > 11.943.716.117 > 7.361.215.863,Thời hạn vay (Tháng) > 60 > 48,Lãi suất(%) > Thay đổi theo từng lần phát sinh,Mục đích vay > Phục vụ sản xuất kinh doanh,Hình thức đảm bảo > Máy móc thiết bị,numeric__Hợp đồng/Khé ước > 153/2022/CN.MN-CTTC > 2022-00003-000 > 2022-00004-000,numeric__Hạn mức/Số tiền vay (VND) > USD,numeric__Hạn mức/Số tiền vay (VND) > VND > 58.333.460.000 > 58.800.000.012 > 36.239.999.988,numeric__Dư nợ vay > USD,numeric__Dư nợ vay > VND > 26.249.999.992 > 11.943.716.117 > 7.361.215.863,numeric__Thời hạn vay (Tháng) > 60 > 48,numeric__Lãi suất(%) > Thay đổi theo từng lần phát sinh,numeric__Mục đích vay > Phục vụ sản xuất kinh doanh,numeric__Hình thức đảm bảo > Máy móc thiết bị
Công Ty Cho Thuê Tài Chính TNHH MTV Quốc Tế Chailease,Công Ty Cho Thuê Tài Chính TNHH MTV Quốc Tế Chailease,Công Ty Cho Thuê Tài Chính TNHH MTV Quốc Tế Chailease,C2206240C2,,17.905.799.976,,4.512.687.915,42,Thay đổi theo từng lần phát sinh,Phục vụ sản xuất kinh doanh,Máy móc thiết bị,,,17905799976.0,,4512687915.0,42.0,,,
Công Ty Cho Thuê Tài Chính Tnhh Bidv - Sumi Trust - Chi Nhánh Thành Phố Hồ Chí Minh,Công Ty Cho Thuê Tài Chính Tnhh Bidv - Sumi Trust - Chi Nhánh Thành Phố Hồ Chí Minh,Công Ty Cho Thuê Tài Chính Tnhh Bidv - Sumi Trust - Chi Nhánh Thành Phố Hồ Chí Minh,21820000326/HĐCTTC,,7.028.330.970,,1.082.947.750,60,"Lãi suất tham chiều + biên độ 3,5%( Điều chính 3 tháng 1 lần )",Thuê Hệ Thống điện áp Mái,Ký cược,,,7028330970.0,,1082947750.0,60.0,,,
Công Ty Cho Thuê Tài Chính Tnhh Bidv - Sumi Trust - Chi Nhánh Thành Phố Hồ Chí Minh,Công Ty Cho Thuê Tài Chính Tnhh Bidv - Sumi Trust - Chi Nhánh Thành Phố Hồ Chí Minh,Công Ty Cho Thuê Tài Chính Tnhh Bidv - Sumi Trust - Chi Nhánh Thành Phố Hồ Chí Minh,91/2021/CN.Mn-CTTC ngày 27/12/2021,,930.000.000,,623.654.554,60,"Lãi suất tham chiều + biên độ 3,5%( Điều chính 3 tháng 1 lần )",Mua máy Kobe,Ký cược,,,930000000.0,,623654554.0,60.0,,,
Thuê mua tài chính,Thuê mua tài chính,Thuê mua tài chính,Thuê mua tài chính,Thuê mua tài chính,421.365.653.770,,111.983.336.304,,,,,,,421365653770.0,,111983336304.0,,,,
