row_label_raw,row_label_full,Bên cho vay > Ngân hàng TMCP Hàng Hải Việt Nam > Ngân hàng TMCP Đầu Tư và Phát Triển Việt Nam,Hợp đồng/Khế ước > 112-00023613.14093/2024/HĐTD > 01/2024/4956478/HĐTD,Hạn mức/Số tiền vay (VND) > USD,Hạn mức/Số tiền vay (VND) > VND > 70.000.000.000 > 400.000.000.000,Dư nợ vay > USD > 373.765 > 866.345,Dư nợ vay > VND > 9.550.069.515 > 14.937.000.000 > 22.135.975.985 > 237.825.055.396,Thời hạn vay (Tháng) > 3 > 12 > 6,Lãi suất(%) > Theo từng khế ước nhận nợ,Mục đích vay > Bổ sung vốn phục vụ hoạt động kinh doanh,Hình thức đảm bảo > Tiền gửi > Tiền gửi + Bất động sản,numeric__Hợp đồng/Khế ước > 112-00023613.14093/2024/HĐTD > 01/2024/4956478/HĐTD,numeric__Hạn mức/Số tiền vay (VND) > USD,numeric__Hạn mức/Số tiền vay (VND) > VND > 70.000.000.000 > 400.000.000.000,numeric__Dư nợ vay > USD > 373.765 > 866.345,numeric__Dư nợ vay > VND > 9.550.069.515 > 14.937.000.000 > 22.135.975.985 > 237.825.055.396,numeric__Thời hạn vay (Tháng) > 3 > 12 > 6,numeric__Lãi suất(%) > Theo từng khế ước nhận nợ,numeric__Mục đích vay > Bổ sung vốn phục vụ hoạt động kinh doanh,numeric__Hình thức đảm bảo > Tiền gửi > Tiền gửi + Bất động sản
Ngân hàng TMCP Á Châu,Ngân hàng TMCP Á Châu,Ngân hàng TMCP Á Châu,SDE.DN.1672.070624,,73.400.000.000,1.180.200,30.155.290.200,6,Theo từng khế ước nhận nợ,Bổ sung vốn phục vụ hoạt động kinh doanh,Tiền gửi + Bất động sản,,,73400000000.0,1180200.0,30155290200.0,6.0,,,
Ngân hàng TMCP Á Châu,Ngân hàng TMCP Á Châu,Ngân hàng TMCP Á Châu,SDE.DN.1672.070624,,,,16.510.000.000,6,Theo từng khế ước nhận nợ,Bổ sung vốn phục vụ hoạt động kinh doanh,Tiền gửi + Bất động sản,,,,,16510000000.0,6.0,,,
Ngân hàng TNHH MTV WOORI Việt Nam,Ngân hàng TNHH MTV WOORI Việt Nam,Ngân hàng TNHH MTV WOORI Việt Nam,VN123002861/WBVN303,,85.000.000.000,,49.490.620.000,11,Theo từng khế ước nhận nợ,Bổ sung vốn phục vụ hoạt động kinh doanh,Tiền gửi + Bất động sản,,,85000000000.0,,49490620000.0,11.0,,,
Ngân hàng TMCP Tiên Phong,Ngân hàng TMCP Tiên Phong,Ngân hàng TMCP Tiên Phong,442/2023/HDTD/AGG,,100.000.000.000,,22.350.000.000,3,Theo từng khế ước nhận nợ,Bổ sung vốn phục vụ hoạt động kinh doanh,Bất động sản,,,100000000000.0,,22350000000.0,3.0,,,
Ngân hàng TMCP Phát Triển TPHCM,Ngân hàng TMCP Phát Triển TPHCM,Ngân hàng TMCP Phát Triển TPHCM,37243/22MN/HĐTD,,90.000.000.000,,261.043.500,6,Theo từng khế ước nhận nợ,Bổ sung vốn phục vụ hoạt động kinh doanh,Tiền gửi + Cổ phiếu,,,90000000000.0,,261043500.0,6.0,,,
Ngân hàng TMCP Ngoại Thương Việt Nam,Ngân hàng TMCP Ngoại Thương Việt Nam,Ngân hàng TMCP Ngoại Thương Việt Nam,75/2023/VCB.DT-CRC,,30.000.000.000,,30.000.000.000,6,Theo từng khế ước nhận nợ,Bổ sung vốn phục vụ hoạt động kinh doanh,Tiền gửi + Cổ phiếu,,,30000000000.0,,30000000000.0,6.0,,,
Ngân hàng TMCP Công Thương Việt Nam,Ngân hàng TMCP Công Thương Việt Nam,Ngân hàng TMCP Công Thương Việt Nam,268/2024-HĐCVHM/NHCT720-TRISEDCO,,55.000.000.000,,39.170.285.000,6,Theo từng khế ước nhận nợ,Bổ sung vốn phục vụ hoạt động kinh doanh,Trái phiếu và bất động sản,,,55000000000.0,,39170285000.0,6.0,,,
