row_label_raw,row_label_full,col_0,Giá trị,Dự phòng,Giá trị_1,Dự phòng_1,numeric__Giá trị,numeric__Dự phòng,numeric__Giá trị_1,numeric__Dự phòng_1
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,320.946.430.834,(528.000.000),309.491.354.018,(528.000.000),320946430834.0,-528000000.0,309491354018.0,-528000000.0
Tạm ứng,Tạm ứng,Tạm ứng,239.281.294.870,,226.471.646.212,,239281294870.0,,226471646212.0,
- Bùi Thị Ngọc Linh,- Bùi Thị Ngọc Linh,- Bùi Thị Ngọc Linh,28.753.397.000,,11.141.417.000,,28753397000.0,,11141417000.0,
- Lê Văn Ba,- Lê Văn Ba,- Lê Văn Ba,19.511.827.000,,18.991.827.000,,19511827000.0,,18991827000.0,
- CBCNV khác,- CBCNV khác,- CBCNV khác,191.016.070.870,,196.338.402.212,,191016070870.0,,196338402212.0,
Phải thu khác,Phải thu khác,Phải thu khác,77.834.435.964,(528.000.000),79.189.007.806,(528.000.000),77834435964.0,-528000000.0,79189007806.0,-528000000.0
- Công ty CTTC TNHH MTV NHTMCP Công Thương VN,- Công ty CTTC TNHH MTV NHTMCP Công Thương VN,- Công ty CTTC TNHH MTV NHTMCP Công Thương VN,1.952.194.769,,3.540.447.677,,1952194769.0,,3540447677.0,
- Cục thuế tỉnh Đồng Tháp - hoàn thuế,- Cục thuế tỉnh Đồng Tháp - hoàn thuế,- Cục thuế tỉnh Đồng Tháp - hoàn thuế,16.565.382.177,,18.465.382.177,,16565382177.0,,18465382177.0,
- Huỳnh Phú Cường,- Huỳnh Phú Cường,- Huỳnh Phú Cường,26.514.170.000,,26.514.170.000,,26514170000.0,,26514170000.0,
- Đối tượng khác,- Đối tượng khác,- Đối tượng khác,32.802.689.018,(528.000.000),30.669.007.952,(528.000.000),32802689018.0,-528000000.0,30669007952.0,-528000000.0
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",3.830.700.000,,3.830.700.000,,3830700000.0,,3830700000.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,32.862.815.013,,35.349.350.763,,32862815013.0,,35349350763.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",32.862.815.013,,35.349.350.763,,32862815013.0,,35349350763.0,
Cộng,Cộng,Cộng,353.809.245.847,(528.000.000),344.840.704.781,(528.000.000),353809245847.0,-528000000.0,344840704781.0,-528000000.0
