row_label_raw,row_label_full,Lender,Contract/Debt contract,Maturity/Loan (VND),Maturity/Loan (VND)_1,Outstanding balance,Outstanding balance_1,Term (Month),Interest rate (%),Purpose,Form of security,numeric__Contract/Debt contract,numeric__Maturity/Loan (VND),numeric__Maturity/Loan (VND)_1,numeric__Outstanding balance,numeric__Outstanding balance_1,numeric__Term (Month),numeric__Interest rate (%),numeric__Purpose,numeric__Form of security
Lender,Lender,Lender,Contract/Debt contract,USD,VND,USD,VND,Term (Month),Interest rate (%),Purpose,Form of security,,,,,,,,,
Ho Chi Minh City Development Joint Stock Commercial Bank - Vung Tau Branch (Hdbank) - Rach Dua transaction office,Lender > Ho Chi Minh City Development Joint Stock Commercial Bank - Vung Tau Branch (Hdbank) - Rach Dua transaction office,Ho Chi Minh City Development Joint Stock Commercial Bank - Vung Tau Branch (Hdbank) - Rach Dua transaction office,23526/23MN/HDTD,,"70,000,000,000",,"555,094,160",6,According to each debt contract,Production and business,Shares,,,,,,6.0,,,
Vietnam Prosperity Joint Stock Commercial Bank,Lender > Vietnam Prosperity Joint Stock Commercial Bank,Vietnam Prosperity Joint Stock Commercial Bank,AGG/22097,,"150,000,000,000",,"59,760,458,400",6,According to each debt contract,Production and business,Land use rights,,,,,,6.0,,,
Woori Bank Vietnam Limited - Ha Nam Branch,Lender > Woori Bank Vietnam Limited - Ha Nam Branch,Woori Bank Vietnam Limited - Ha Nam Branch,VN124008915/2024/WBVN303-SPR,,"50,000,000,000",,"36,560,187,200",6,According to each debt contract,Production and business,Term deposits,,,,,,6.0,,,
First Commercial Bank - HCM City Branch,Lender > First Commercial Bank - HCM City Branch,First Commercial Bank - HCM City Branch,MLBUS-H10220193,,"280,000,000,000",,"228,000,000,000",60,According to each debt contract,Production and business,Land use rights,,,,,,60.0,,,
First Commercial Bank - HCM City Branch,Lender > First Commercial Bank - HCM City Branch,First Commercial Bank - HCM City Branch,MLBUS-H10220194,,"80,000,000,000",,,60,According to each debt contract,Production and business,Land use rights,,,,,,60.0,,,
Joint Stock Commercial Bank For Foreign Trade Of Vietnam (VCB),Lender > Joint Stock Commercial Bank For Foreign Trade Of Vietnam (VCB),Joint Stock Commercial Bank For Foreign Trade Of Vietnam (VCB),No198/2017/NHNT-DT dated 14/03/2017,,"10,000,000,000",,"9,993,939,337",6,7%/year,Supplement working capital to pay production and business expenses,"Construction ownership certificate No.878662986900113 issued by Dong Thap Provincial People's Committee on August 26, 2009",,,,,,6.0,,,
Asia Commercial Joint Stock Bank (ACB),Lender > Asia Commercial Joint Stock Bank (ACB),Asia Commercial Joint Stock Bank (ACB),No:SDE.DN.2115.080519 dated 19/5/2019,,"7,000,000,000",,"796,000,000",84,According to each debt contract,Construction project of Bong Hong wedding restaurant,"Real estate in Ward 2,Sa Dec City, Dong Thap Province",,,,,,84.0,,,
Joint Stock Commercial Bank For Foreign Trade Of Vietnam (VCB),Lender > Joint Stock Commercial Bank For Foreign Trade Of Vietnam (VCB),Joint Stock Commercial Bank For Foreign Trade Of Vietnam (VCB),No:18/2019/VCB.DT dated 5/4/2019-CRC,,"30,000,000,000",,"2,544,000,000",72,According to each debt contract,Payment of repair costs for Song Tra hotel,Head office and hotels,,,,,,72.0,,,
Total,Total,Total,,,,,"12,634,302,033,366",,,,,,,,,,,,,
