row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2024,Năm 2023,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,12.021.821.033.080,11.991.539.015.201,,,12021821033080.0,11991539015201.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.02,8.703.143.080,18.385.263.094,,,8703143080.0,18385263094.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,12.013.117.890.000,11.973.153.752.107,,,12013117890000.0,11973153752107.0
11,11,11,4. Giá vốn hàng bán,VI.03,10.635.712.841.679,10.632.177.882.578,,,10635712841679.0,10632177882578.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.377.405.048.321,1.340.975.869.529,,,1377405048321.0,1340975869529.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.04,198.142.208.396,233.545.689.673,,,198142208396.0,233545689673.0
22,22,22,7. Chi phí tài chính,VI.05,721.962.932.465,791.357.925.125,,,721962932465.0,791357925125.0
23,23,23,Trong đó: Chi phí lãi vay,,661.139.329.878,741.754.262.109,,,661139329878.0,741754262109.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên kết, liên doanh",,,,,,,
25,24 > 25,25,8. Chi phí bán hàng,VI.06,218.760.025.641,164.671.561.165,,,218760025641.0,164671561165.0
26,24 > 26,26,9. Chi phí quản lý doanh nghiệp,VI.06,296.074.828.785,299.639.710.656,,,296074828785.0,299639710656.0
30,24 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,338.749.469.826,318.852.362.256,,,338749469826.0,318852362256.0
31,24 > 31,31,11. Thu nhập khác,VI.07,16.881.213.068,18.093.937.205,,,16881213068.0,18093937205.0
32,24 > 32,32,12. Chi phí khác,VI.08,38.536.685.879,17.804.875.305,,,38536685879.0,17804875305.0
40,24 > 40,40,13. Lợi nhuận khác,,(21.655.472.811),289.061.900,,,-21655472811.0,289061900.0
50,24 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,317.093.997.015,319.141.424.156,,,317093997015.0,319141424156.0
51,24 > 51,51,15. Chi phí thuế TNDN hiện hành,VI.10,64.255.361.446,70.582.325.528,,,64255361446.0,70582325528.0
52,24 > 52,52,16. Chi phí thuế TNDN hoãn lại,VI.11,1.851.997.520,(3.140.272.584),,,1851997520.0,-3140272584.0
60,24 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,250.986.638.049,251.699.371.212,,,250986638049.0,251699371212.0
61,24 > 61,61,18. Lợi nhuận kế toán sau thuế của công ty mẹ,,180.853.915.747,195.034.280.361,,,180853915747.0,195034280361.0
62,24 > 62,62,19. Lợi nhuận kế toán sau thuế của cổ đông,,70.132.722.302,56.665.090.851,,,70132722302.0,56665090851.0
70,24 > 70,70,20. Lãi cơ bản trên cổ phiếu,VI.12,517,580,,,517.0,580.0
71,24 > 71,71,21. Lãi suy giảm trên cổ phiếu,VI.12,517,580,,,517.0,580.0
