row_label_raw,row_label_full,col_0,Ending Balance,Beginning Balance,numeric__Ending Balance,numeric__Beginning Balance
Cash on hand,Cash on hand,Cash on hand,"14,815,009,781","13,811,449,750",,
Cash in banks,Cash in banks,Cash in banks,"885,007,434,529","431,128,560,110",,
Cash in transit,Cash in transit,Cash in transit,,,,
Cash equivalents,Cash equivalents,Cash equivalents,"1,170,479,995,053","920,083,430,887",,
- Term deposits,- Term deposits,- Term deposits,"1,170,479,995,053","920,083,430,887",,
- Held to maturity investments,- Held to maturity investments,- Held to maturity investments,,,,
Total,Total,Total,"2,070,302,439,363","1,365,023,440,747",,
