row_label_raw,row_label_full,12. LÃI SUY GIẢM TRÊN CỔ PHIỂU,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,180.853.915.747,195.034.280.361,180853915747.0,195034280361.0
"Quỹ khen thưởng, phúc lợi trích từ lợi nhuận sau thuế","Quỹ khen thưởng, phúc lợi trích từ lợi nhuận sau thuế","Quỹ khen thưởng, phúc lợi trích từ lợi nhuận sau thuế",,,,
Số lượng cổ phiếu phổ thông dự kiến phát hành thêm,Số lượng cổ phiếu phổ thông dự kiến phát hành thêm,Số lượng cổ phiếu phổ thông dự kiến phát hành thêm,,,,
Số lượng cổ phiếu phổ thông đang lưu hành bình quân trong năm,Số lượng cổ phiếu phổ thông dự kiến phát hành thêm > Số lượng cổ phiếu phổ thông đang lưu hành bình quân trong năm,Số lượng cổ phiếu phổ thông đang lưu hành bình quân trong năm,349.618.568,336.526.752,349618568.0,336526752.0
Lãi suy giảm trên cổ phiếu (*),Số lượng cổ phiếu phổ thông dự kiến phát hành thêm > Lãi suy giảm trên cổ phiếu (*),Lãi suy giảm trên cổ phiếu (*),517,580,517.0,580.0
