row_label_raw,row_label_full,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
Tên công ty,Tên công ty,Tên công ty,Địa chỉ,Số cuối năm,Số đầu năm,Số cuối năm,Số đầu năm,,,,,
+ Công ty cổ phần Dũng Thịnh Phát Sài Gòn,Tên công ty > + Công ty cổ phần Dũng Thịnh Phát Sài Gòn,+ Công ty cổ phần Dũng Thịnh Phát Sài Gòn,"09 Nguyễn Kim, P12, Q5, TP.HCM","66,00%","66,00%","66,00%","66,00%",,0.66,0.66,0.66,0.66
+ Công ty CP Du Lịch Đồng Tháp,Tên công ty > + Công ty CP Du Lịch Đồng Tháp,+ Công ty CP Du Lịch Đồng Tháp,"Số 06, Đốc Bình Kiều, Phường 2, TP. Cao Lãnh, Đồng Tháp","86,76%","86,76%","86,76%","86,76%",,0.8676,0.8676,0.8676,0.8676
+ Công ty CP Nhựt Hồng,Tên công ty > + Công ty CP Nhựt Hồng,+ Công ty CP Nhựt Hồng,"Số 29 Trần Hưng Đạo, P.Mỹ Thới, Tp.Long Xuyên, tỉnh An Giang","60,00%","60,00%","60,00%","60,00%",,0.6,0.6,0.6,0.6
