row_label_raw,row_label_full,a) Short-term borrowings (*),Ending Balance,Ending Balance_1,Incur,Incur_1,Beginning Balance,Beginning Balance_1,numeric__Ending Balance,numeric__Ending Balance_1,numeric__Incur,numeric__Incur_1,numeric__Beginning Balance,numeric__Beginning Balance_1
a) Short-term borrowings (*),a) Short-term borrowings (*),a) Short-term borrowings (*),Value,Recoverable value,Increase,Decrease,Value,Recoverable value,,,,,,
Short-term borrowings -VND,Short-term borrowings -VND,Short-term borrowings -VND,"6,220,913,697,361","6,220,913,697,361","11,293,985,415,688","11,229,326,715,152","6,156,254,996,825","6,156,254,996,825",,,,,,
Long-term debt due - VND,Long-term debt due - VND,Long-term debt due - VND,"471,934,000,000","471,934,000,000","466,934,000,000","311,758,000,000","316,758,000,000","316,758,000,000",,,,,,
Total,Total,Total,"6,692,847,697,361","6,692,847,697,361","11,760,919,415,688","11,541,084,715,152","6,473,012,996,825","6,473,012,996,825",,,,,,
b) Long-term borrowings (**),b) Long-term borrowings (**),b) Long-term borrowings (**),Ending Balance,Ending Balance,Incur,Incur,Beginning Balance,Beginning Balance,,,,,,
b) Long-term borrowings (**),b) Long-term borrowings (**),b) Long-term borrowings (**),Value,Recoverable value,Increase,Decrease,Value,Recoverable value,,,,,,
Over 1 year to 5 years,Over 1 year to 5 years,Over 1 year to 5 years,"3,606,650,786,005","3,606,650,786,005","4,761,349,370,980","2,372,020,645,000","1,217,322,060,025","1,217,322,060,025",,,,,,
Over 5 years,Over 5 years,Over 5 years,"2,299,560,000,000","2,299,560,000,000",,"600,552,000,000","2,900,112,000,000","2,900,112,000,000",,,,,,
Total,Total,Total,"5,906,210,786,005","5,906,210,786,005","4,761,349,370,980","2,972,572,645,000","4,117,434,060,025","4,117,434,060,025",,,,,,
