row_label_raw,row_label_full,(**) Thông tin trình bày bổ sung chi tiết các khoản vay dài hạn,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Ngân hàng Công Thương - CN Đông - Hà Nội,Ngân hàng Công Thương - CN Đông - Hà Nội,Ngân hàng Công Thương - CN Đông - Hà Nội,,342.547.500.000,,342547500000.0
NH TMCP Thịnh Vượng và Phát Triển - CN Hà Nội,NH TMCP Thịnh Vượng và Phát Triển - CN Hà Nội,NH TMCP Thịnh Vượng và Phát Triển - CN Hà Nội,188.220.000.000,,188220000000.0,
NH TMCP Thịnh Vượng và Phát Triển - CN An Giang,NH TMCP Thịnh Vượng và Phát Triển - CN An Giang,NH TMCP Thịnh Vượng và Phát Triển - CN An Giang,387.939.450.000,,387939450000.0,
Ngân hàng TMCP Việt nam Thịnh Vượng - CN Hội Sở,Ngân hàng TMCP Việt nam Thịnh Vượng - CN Hội Sở,Ngân hàng TMCP Việt nam Thịnh Vượng - CN Hội Sở,274.456.673.853,,274456673853.0,
Ngân hàng Fisrt Commercial Bank - CN TP Hồ Chí Minh,Ngân hàng Fisrt Commercial Bank - CN TP Hồ Chí Minh,Ngân hàng Fisrt Commercial Bank - CN TP Hồ Chí Minh,1.594.382.400.000,,1594382400000.0,
Ngân hàng Công Thương - CN Đồng Tháp,Ngân hàng Công Thương - CN Đồng Tháp,Ngân hàng Công Thương - CN Đồng Tháp,1.594.000.000.000,1.878.000.000.000,1594000000000.0,1878000000000.0
Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh An Giang,Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh An Giang,Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh An Giang,,74.817.522.000,,74817522000.0
Ngân hàng First Commercial Bank - CN TP. Hồ Chí Minh,Ngân hàng First Commercial Bank - CN TP. Hồ Chí Minh,Ngân hàng First Commercial Bank - CN TP. Hồ Chí Minh,120.000.000.000,200.000.000.000,120000000000.0,200000000000.0
Ngân hàng Ngoại Thương,Ngân hàng Ngoại Thương,Ngân hàng Ngoại Thương,2.544.000.000,6.288.000.000,2544000000.0,6288000000.0
