row_label_raw,row_label_full,col_0,Contributed capital,Capital surplus,Owners' other capital,Fund,Undistributed profit after tax,Non-controlling interest,Funding sources and other funds,Total,numeric__Contributed capital,numeric__Capital surplus,numeric__Owners' other capital,numeric__Fund,numeric__Undistributed profit after tax,numeric__Non-controlling interest,numeric__Funding sources and other funds,numeric__Total
"For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023","For the financial year ending December 31, 2023",,,,,,,,
"On January 1, 2023","On January 1, 2023","On January 1, 2023","3,365,267,520,000","45,104,200,000","341,715,380,976","143,551,320,566","1,314,266,286,158","2,619,650,131,723","10,263,385,100","7,839,818,224,523",,,,,,,,
Profit in the previous period,Profit in the previous period,Profit in the previous period,,,,,"195,034,280,361","56,665,090,851",,"251,699,371,212",,,,,,,,
Distribution funds from profit,Distribution funds from profit,Distribution funds from profit,,,,"16,450,876,108","(21,007,784,011)","(2,434,592,097)",,"(6,991,500,000)",,,,,,,,
Other increases,Other increases,Other increases,,,,,"91,107,781","52,384,642",,"143,492,423",,,,,,,,
Divestment of capital in subsidiaries (1),Divestment of capital in subsidiaries (1),Divestment of capital in subsidiaries (1),,,,,,"(4,690,383,282)",,"(4,690,383,282)",,,,,,,,
Dividend distribution to non-controlling shareholders of the Subsidiary (3),Dividend distribution to non-controlling shareholders of the Subsidiary (3),Dividend distribution to non-controlling shareholders of the Subsidiary (3),,,,,"(8,160,322,528)",,,"(8,160,322,528)",,,,,,,,
Other decrease,Other decrease,Other decrease,,,,,"(168,148,613,177)","(77,388,096,436)",,"(245,536,709,613)",,,,,,,,
"On December 31, 2023","On December 31, 2023","On December 31, 2023","3,365,267,520,000","45,104,200,000","341,715,380,976","160,002,196,674","1,312,074,954,584","2,591,854,535,401","10,263,385,100","7,826,282,172,735",,,,,,,,
"For the financial year ending December 31, 2024","For the financial year ending December 31, 2024","For the financial year ending December 31, 2024","For the financial year ending December 31, 2024","For the financial year ending December 31, 2024","For the financial year ending December 31, 2024","For the financial year ending December 31, 2024","For the financial year ending December 31, 2024","For the financial year ending December 31, 2024","For the financial year ending December 31, 2024","For the financial year ending December 31, 2024",,,,,,,,
,,,Contributed capital,Capital surplus,Owners' other capital,Fund,Undistributed profit after tax,Non-controlling interest,Funding sources and other funds,Total,,,,,,,,
"On January 1, 2024","On January 1, 2024","On January 1, 2024","3,365,267,520,000","45,104,200,000","341,715,380,976","160,002,196,674","1,312,074,954,584","2,591,854,535,401","10,263,385,100","7,826,282,172,735",,,,,,,,
Profit in the current period,Profit in the current period,Profit in the current period,,,,,"180,853,915,747","70,132,722,302",,"250,986,638,049",,,,,,,,
Other increases,Other increases,Other increases,,,,,"13,149,678,885",,,"13,149,678,885",,,,,,,,
Distribution funds from profit,Distribution funds from profit,Distribution funds from profit,,,,"13,141,198,568","(16,540,858,993)","(1,032,723,276)",,"(4,432,383,701)",,,,,,,,
Dividend distribution to non-controlling shareholders of the Subsidiary,Dividend distribution to non-controlling shareholders of the Subsidiary,Dividend distribution to non-controlling shareholders of the Subsidiary,,,,,,"(8,059,613,142)",,"(8,059,613,142)",,,,,,,,
Stock dividend (3),Stock dividend (3),Stock dividend (3),"336,514,980,000",,"258,773,274,504",,"(595,288,254,504)",,,,,,,,,,,
Divestment of capital in subsidiaries (1),Divestment of capital in subsidiaries (1),Divestment of capital in subsidiaries (1),,,,,"3,525,783,625","(2,047,448,165)",,"1,478,335,460",,,,,,,,
Contribute capital to establish a subsidiary (2),Contribute capital to establish a subsidiary (2),Contribute capital to establish a subsidiary (2),,,,,,"8,330,000,000",,"8,330,000,000",,,,,,,,
"On December 31, 2024","On December 31, 2024","On December 31, 2024","3,701,782,500,000","45,104,200,000","600,488,655,480","173,143,395,242","897,775,219,344","2,659,177,473,120","10,263,385,100","8,087,734,828,286",,,,,,,,
