row_label_raw,row_label_full,Chi phí nhân viên,93.591.685.135,91.976.632.246,numeric__93.591.685.135,numeric__91.976.632.246
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",5.966.892.360,5.921.127.286,5966892360.0,5921127286.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,14.138.423.516,13.488.444.477,14138423516.0,13488444477.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,428.323.750,1.594.024.250,428323750.0,1594024250.0
Hoàn nhập phải thu khó đòi,Hoàn nhập phải thu khó đòi,Hoàn nhập phải thu khó đòi,(862.475.000),(72.521.600),-862475000.0,-72521600.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",1.479.330.223,8.975.741.823,1479330223.0,8975741823.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,47.216.148.981,52.219.541.915,47216148981.0,52219541915.0
Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,Các khoản chi phí QLDN khác,100.756.010.195,92.176.230.631,100756010195.0,92176230631.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,33.360.489.625,33.360.489.628,33360489625.0,33360489628.0
Cộng,Cộng,Cộng,296.074.828.785,299.639.710.656,296074828785.0,299639710656.0
