row_label_raw,row_label_full,Lender,Contract/Debt contract,Maturity/Loan (VND),Maturity/Loan (VND)_1,Outstanding balance,Outstanding balance_1,Term (Month),Interest rate (%),Purpose,Form of security,numeric__Contract/Debt contract,numeric__Maturity/Loan (VND),numeric__Maturity/Loan (VND)_1,numeric__Outstanding balance,numeric__Outstanding balance_1,numeric__Term (Month),numeric__Interest rate (%),numeric__Purpose,numeric__Form of security
Lender,Lender,Lender,Contract/Debt contract,USD,VND,USD,VND,Term (Month),Interest rate (%),Purpose,Form of security,,,,,,,,,
Indovina Bank - Dong Nai Branch,Lender > Indovina Bank - Dong Nai Branch,Indovina Bank - Dong Nai Branch,IVB-DN/CL/0322/032/DC2Date 24/07/2024,"3,000,000",,,"23,000,000,000",6,According to each debt-receiving contract,Supplement working capital for production,Other assets,,,,,,6.0,,,
PG Bank,Lender > PG Bank,PG Bank,540.0230/2024/HDTDHMDN/PGBankAGDate 02/07/2024,,"150,000,000,000",,"76,320,500,000",8,According to each debt-receiving contract,Supplement working capital for production,Land use rights,,,,,,8.0,,,
Tien Phong Commercial Joint Stock Bank (TPBank) - An Giang Branch,Lender > Tien Phong Commercial Joint Stock Bank (TPBank) - An Giang Branch,Tien Phong Commercial Joint Stock Bank (TPBank) - An Giang Branch,81/2024/HDTD/AGG Date29/03/2024,,"200,000,000,000",,"183,295,659,579",9,According to each debt-receiving contract,Supplement working capital for production,Other assets,,,,,,9.0,,,
Vietnam Prosperity Joint Stock Commercial Bank (VPBank) - An Giang Branch,Lender > Vietnam Prosperity Joint Stock Commercial Bank (VPBank) - An Giang Branch,Vietnam Prosperity Joint Stock Commercial Bank (VPBank) - An Giang Branch,BCLC-1458-HDHM Date29/12/2023,,"1,000,000,000,000",,"160,706,748,200",6,According to each debt-receiving contract,Supplement working capital for production,Land use rights and other property,,,,,,6.0,,,
Bank Sinopac CN HCM,Lender > Bank Sinopac CN HCM,Bank Sinopac CN HCM,231023-SDBS1Date 08/06/2024,"2,000,000",,,"47,645,600,000",6,According to each debt-receiving contract,Supplement working capital for production,Term deposits,,,,,,6.0,,,
First Comercial Bank -CN HCM,Lender > First Comercial Bank -CN HCM,First Comercial Bank -CN HCM,MLBTDS-H10230079 Date06/10/2023,,"200,000,000,000",,"40,000,000,000",60,According to each debt-receiving contract,Supplement working capital for production,Other assets,,,,,,60.0,,,
First Comercial Bank -CN HCM,Lender > First Comercial Bank -CN HCM,First Comercial Bank -CN HCM,TRLBTDUS-H30240087 Date31/07/2024,"6,000,000",,,"135,546,983,300",12,According to each debt-receiving contract,Supplement working capital for production,Term deposits,,,,,,12.0,,,
WOORI BANK VIETNAM LIMITED -HA NAM BRANCH,Lender > WOORI BANK VIETNAM LIMITED -HA NAM BRANCH,WOORI BANK VIETNAM LIMITED -HA NAM BRANCH,VN123007736-004HDCVHM/WBVN303 - IDIDate 06/09/2024,,"150,000,000,000",,"149,875,428,600",6,According to each debt-receiving contract,Supplement working capital for production,Term deposits,,,,,,6.0,,,
