row_label_raw,row_label_full,Khoản mục,Số đầu năm,Tăng trong năm,Giảm trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Số cuối năm
a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,a) BĐS đầu tư cho thuê,,,,
Nguyên giá,a) BĐS đầu tư cho thuê > Nguyên giá,Nguyên giá,633.051.196.259,37.171.750.041,12.868.905.277,657.354.041.023,633051196259.0,37171750041.0,12868905277.0,657354041023.0
- Quyền sử dụng đất,a) BĐS đầu tư cho thuê > - Quyền sử dụng đất,- Quyền sử dụng đất,237.739.245.495,,12.868.905.277,224.870.340.218,237739245495.0,,12868905277.0,224870340218.0
- Nhà,a) BĐS đầu tư cho thuê > - Nhà,- Nhà,395.311.950.764,37.171.750.041,,432.483.700.805,395311950764.0,37171750041.0,,432483700805.0
- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,,,,,,,,
- Cơ sở hạ tầng,- Cơ sở hạ tầng,- Cơ sở hạ tầng,,,,,,,,
Giá trị hao mòn lũy kế,- Cơ sở hạ tầng > Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,135.036.648.839,16.555.943.943,2.843.740.035,148.748.852.747,135036648839.0,16555943943.0,2843740035.0,148748852747.0
- Quyền sử dụng đất,- Cơ sở hạ tầng > - Quyền sử dụng đất,- Quyền sử dụng đất,3.527.312.430,392.211.852,,3.919.524.282,3527312430.0,392211852.0,,3919524282.0
- Nhà,- Cơ sở hạ tầng > - Nhà,- Nhà,131.509.336.409,16.163.732.091,2.843.740.035,144.829.328.465,131509336409.0,16163732091.0,2843740035.0,144829328465.0
- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,,,,,,,,
- Cơ sở hạ tầng,- Cơ sở hạ tầng,- Cơ sở hạ tầng,,,,,,,,
Giá trị còn lại,- Cơ sở hạ tầng > Giá trị còn lại,Giá trị còn lại,498.014.547.420,,,508.605.188.276,498014547420.0,,,508605188276.0
- Quyền sử dụng đất,- Cơ sở hạ tầng > - Quyền sử dụng đất,- Quyền sử dụng đất,234.211.933.065,,,220.950.815.936,234211933065.0,,,220950815936.0
- Nhà,- Cơ sở hạ tầng > - Nhà,- Nhà,263.802.614.355,,,287.654.372.340,263802614355.0,,,287654372340.0
- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,,,,,,,,
- Cơ sở hạ tầng,- Cơ sở hạ tầng,- Cơ sở hạ tầng,,,,,,,,
