row_label_raw,row_label_full,Item,Current year,Current year_1,Current year_2,Previous year,Previous year_1,Previous year_2,Previous year_3,Previous year_4,numeric__Current year,numeric__Current year_1,numeric__Current year_2,numeric__Previous year,numeric__Previous year_1,numeric__Previous year_2,numeric__Previous year_3,numeric__Previous year_4
Item,Item,Item,An Giang,Dong Thap,Others,Total,An Giang,Dong Thap,Others,Total,,,,,,,,
Net external sales,Net external sales,Net external sales,"2,748,343,764,650","9,048,302,882,862","216,471,242,488","12,013,117,890,000","2,708,669,455,725","9,062,099,067,123","202,385,229,259","11,973,153,752,107",,,,,,,,
Net inter-segment sales,Net inter-segment sales,Net inter-segment sales,,,,,,,,,,,,,,,,
Total net sales,Total net sales,Total net sales,"2,748,343,764,650","9,048,302,882,862","216,471,242,488","12,013,117,890,000","2,708,669,455,725","9,062,099,067,123","202,385,229,259","11,973,153,752,107",,,,,,,,
Segment financial performance,Segment financial performance,Segment financial performance,"514,139,852,661","717,115,234,603","146,149,961,057","1,377,405,048,321","500,226,792,333","697,525,118,720","143,223,958,476","1,340,975,869,529(464,311,271,821)",,,,,,,,
Expenses not attributable to segments,Expenses not attributable to segments,Expenses not attributable to segments,,,,"(514,834,854,426)",,,,,,,,,,,,
Operating profit,Operating profit,Operating profit,,,,"862,570,193,895",,,,"876,664,597,708",,,,,,,,
Financial income,Financial income,Financial income,,,,"198,142,208,396",,,,"233,545,689,673",,,,,,,,
Financial expense,Financial expense,Financial expense,,,,"(721,962,932,465)",,,,"(791,357,925,125)",,,,,,,,
Other income,Other income,Other income,,,,"16,881,213,068",,,,"18,093,937,205",,,,,,,,
Other expenses,Other expenses,Other expenses,,,,"(38,536,685,879)",,,,"(17,804,875,305)",,,,,,,,
Current enterprise income tax expense,Current enterprise income tax expense,Current enterprise income tax expense,,,,"(64,255,361,446)",,,,"(70,582,325,528)",,,,,,,,
Deferred enterprise income tax expense,Deferred enterprise income tax expense,Deferred enterprise income tax expense,,,,"(1,851,997,520)",,,,"3,140,272,584",,,,,,,,
Profits after enterprise income tax,Profits after enterprise income tax,Profits after enterprise income tax,,,,"250,986,638,049",,,,"251,699,371,212",,,,,,,,
Total expenses on acquisition of fixed assets and other non-current assets.,Total expenses on acquisition of fixed assets and other non-current assets.,Total expenses on acquisition of fixed assets and other non-current assets.,,,,"(254,360,620,505)",,,,"(239,077,925,477)",,,,,,,,
Total depreciation and allocation of long-term prepayments.,Total depreciation and allocation of long-term prepayments.,Total depreciation and allocation of long-term prepayments.,,,,"(438,448,735,221)",,,,"(450,585,527,054)",,,,,,,,
