row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGẮN HẠN,,13.566.530.226.970,11.090.130.251.092,,,13566530226970.0,11090130251092.0
110,110,110,I. Tiền và các khoản tương đương tiền,V.01,2.070.302.439.363,1.365.023.440.747,,,2070302439363.0,1365023440747.0
111,111,111,1. Tiền,,899.822.444.310,444.940.009.860,,,899822444310.0,444940009860.0
112,112,112,2. Các khoản tương đương tiền,,1.170.479.995.053,920.083.430.887,,,1170479995053.0,920083430887.0
120,120,120,II. Đầu tư tài chính ngắn hạn,V.02,2.064.880.437.306,981.956.468.827,,,2064880437306.0,981956468827.0
121,121,121,1. Chứng khoán kinh doanh,,6.230.107.978,6.509.116.327,,,6230107978.0,6509116327.0
121,121,121,2. Dự phòng giảm giá chứng khoán kinh doanh (*),,(754.621.703),(1.316.610.153),,,-754621703.0,-1316610153.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh (*),,(754.621.703),(1.316.610.153),,,-754621703.0,-1316610153.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,2.059.404.951.031,976.763.962.653,,,2059404951031.0,976763962653.0
130,130,130,III. Các khoản phải thu ngắn hạn,,5.031.730.928.926,4.132.251.499.975,,,5031730928926.0,4132251499975.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,V.03,2.183.060.421.709,1.663.264.889.610,,,2183060421709.0,1663264889610.0
132,132,132,2. Trả trước cho người bán ngắn hạn,V.04,2.595.626.008.791,2.227.719.851.392,,,2595626008791.0,2227719851392.0
133,133,133,3. Phải thu nội bộ ngắn hạn,,,,,,,
134,134,134,4. Phải thu theo tiến độ kế hoạch hợp đồng,,,,,,,
135,135,135,5. Phải thu về cho vay ngắn hạn,,,,,,,
136,135 > 136,136,6. Phải thu ngắn hạn khác,V.05,320.946.430.834,309.491.354.018,,,320946430834.0,309491354018.0
137,135 > 137,137,7. Dự phòng phải thu ngắn hạn khó đòi (*),V.06,(67.901.932.408),(68.230.333.658),,,-67901932408.0,-68230333658.0
139,135 > 139,139,8. Tài sản thiếu chờ xử lý,,,5.738.613,,,,5738613.0
140,135 > 140,140,IV. Hàng tồn kho,V.07,4.336.236.325.169,4.556.408.772.709,,,4336236325169.0,4556408772709.0
141,135 > 141,141,1. Hàng tồn kho,,4.336.236.325.169,4.556.715.893.604,,,4336236325169.0,4556715893604.0
149,135 > 149,149,2. Dự phòng giảm giá hàng tồn kho (*),,,(307.120.895),,,,-307120895.0
150,135 > 150,150,V. Tài sản ngắn hạn khác,,63.380.096.206,54.490.068.834,,,63380096206.0,54490068834.0
151,135 > 151,151,1. Chi phí trả trước ngắn hạn,V.13,11.640.987.304,3.732.450.897,,,11640987304.0,3732450897.0
152,135 > 152,152,2. Thuế GTGT được khấu trừ,,48.220.794.758,48.306.150.609,,,48220794758.0,48306150609.0
153,135 > 153,153,3. Thuế và các khoản khác phải thu Nhà nước,V.19,3.518.314.144,2.451.467.328,,,3518314144.0,2451467328.0
154,154,154,4. Giao dịch mua bán lại trái phiếu Chính phủ,,,,,,,
155,155,155,5. Tài sản ngắn hạn khác,,,,,,,
