row_label_raw,row_label_full,col_0,Current year,Previous year,numeric__Current year,numeric__Previous year
Profit or loss allocated to shareholders holding common shares,Profit or loss allocated to shareholders holding common shares,Profit or loss allocated to shareholders holding common shares,"180,853,915,747","195,640,236,876",,
Bonus and welfare funds deducted from profits after enterprise income tax,Bonus and welfare funds deducted from profits after enterprise income tax,Bonus and welfare funds deducted from profits after enterprise income tax,,,,
The number of common shares outstanding on average during the year,The number of common shares outstanding on average during the year,The number of common shares outstanding on average during the year,"349,618,568","336,526,752",,
Basic earnings per share (*),The number of common shares outstanding on average during the year > Basic earnings per share (*),Basic earnings per share (*),517,580,517.0,580.0
