row_label_raw,row_label_full,col_0,col_1,col_2,Ending Balance,Beginning Balance,numeric__col_1,numeric__col_2,numeric__Ending Balance,numeric__Beginning Balance
a) Short - term (*),a) Short - term (*),a) Short - term (*),a) Short - term (*),a) Short - term (*),a) Short - term (*),a) Short - term (*),,,,
Other parties,Other parties,Other parties,Other parties,Other parties,"229,941,996,542","382,741,437,860",,,,
+ Sao Mai Ben Tre Construction And Investment Joint Stock Company,+ Sao Mai Ben Tre Construction And Investment Joint Stock Company,+ Sao Mai Ben Tre Construction And Investment Joint Stock Company,+ Sao Mai Ben Tre Construction And Investment Joint Stock Company,+ Sao Mai Ben Tre Construction And Investment Joint Stock Company,"5,900,000,000",,,,,
+ Net Zero Carbon Jsc,+ Net Zero Carbon Jsc,+ Net Zero Carbon Jsc,+ Net Zero Carbon Jsc,+ Net Zero Carbon Jsc,"2,187,770,906","1,767,204,483",,,,
+ Clean Aquatic Product Seafood Export Corp,+ Clean Aquatic Product Seafood Export Corp,+ Clean Aquatic Product Seafood Export Corp,+ Clean Aquatic Product Seafood Export Corp,+ Clean Aquatic Product Seafood Export Corp,"14,110,929,380",,,,,
+ CNSL Industrial Company Limited,+ CNSL Industrial Company Limited,+ CNSL Industrial Company Limited,+ CNSL Industrial Company Limited,+ CNSL Industrial Company Limited,"19,500,000,000",,,,,
+ Le Van Linh,+ Le Van Linh,+ Le Van Linh,+ Le Van Linh,+ Le Van Linh,"449,212,000","14,509,000,000",,,,
+ Le Nhu Thanh,+ Le Nhu Thanh,+ Le Nhu Thanh,+ Le Nhu Thanh,+ Le Nhu Thanh,"20,000,000,000",,,,,
+ Le Duc Tung,+ Le Duc Tung,+ Le Duc Tung,+ Le Duc Tung,+ Le Duc Tung,"20,000,000,000",,,,,
+ Veryfy & Global Investment One Member Company Limited,+ Veryfy & Global Investment One Member Company Limited,+ Veryfy & Global Investment One Member Company Limited,+ Veryfy & Global Investment One Member Company Limited,+ Veryfy & Global Investment One Member Company Limited,"26,226,961,132",,,,,
+ Others,+ Others,+ Others,+ Others,+ Others,"121,567,123,124","366,465,233,377",,,,
Related parties,Related parties,Related parties,Related parties,Related parties,Related parties,Related parties,,,,
b) Long - term,b) Long - term,b) Long - term,b) Long - term,b) Long - term,b) Long - term,b) Long - term,,,,
Total,Total,Total,Total,Total,"229,941,996,542","382,741,437,860",,,,
19. TAXES AND OTHER PAYABLES TO THE STATE,19. TAXES AND OTHER PAYABLES TO THE STATE,19. TAXES AND OTHER PAYABLES TO THE STATE,19. TAXES AND OTHER PAYABLES TO THE STATE,19. TAXES AND OTHER PAYABLES TO THE STATE,19. TAXES AND OTHER PAYABLES TO THE STATE,19. TAXES AND OTHER PAYABLES TO THE STATE,,,,
,,,Ending Balance,Payables in year,Paid in year,Beginning Balance,,,,
a) Payables,a) Payables,a) Payables,a) Payables,a) Payables,a) Payables,a) Payables,,,,
Value added tax,Value added tax,Value added tax,"12,371,760,230","44,536,682,425","77,618,160,888","45,453,238,693",,,,
Corporate income tax,Corporate income tax,Corporate income tax,"61,035,072,926","64,049,239,912","72,058,359,047","69,044,192,061",,,,
Personal income tax,Personal income tax,Personal income tax,"4,008,345,078","11,112,767,972","10,107,187,712","2,947,411,133",,,,
"Land & housing tax, land rental charges","Land & housing tax, land rental charges","Land & housing tax, land rental charges","70,146,178,000","25,234,166,831","374,011,439,706","418,923,450,875",,,,
Other taxes,Other taxes,Other taxes,"174,768,000","3,187,284,182","3,202,284,182","189,768,000",,,,
Total,Total,Total,"147,736,124,234","148,120,141,322","536,997,431,535","536,558,060,762",,,,
