row_label_raw,row_label_full,Labor costs and staff costs,"93,591,685,135","91,976,632,246","numeric__93,591,685,135","numeric__91,976,632,246"
"Costs of tools, supplies","Costs of tools, supplies","Costs of tools, supplies","5,966,892,360","5,921,127,286",,
Depreciation,Depreciation,Depreciation,"14,138,423,516","13,488,444,477",,
Provisions for doubtful debts,Provisions for doubtful debts,Provisions for doubtful debts,"428,323,750","1,594,024,250",,
Revert provisions for doubtful debts,Revert provisions for doubtful debts,Revert provisions for doubtful debts,"(862,475,000)","(72,521,600)",,
"Tax, duties, fees","Tax, duties, fees","Tax, duties, fees","1,479,330,223","8,975,741,823",,
External services,External services,External services,"47,216,148,981","52,219,541,915",,
Others,Others,Others,"100,756,010,195","92,176,230,631",,
Good will,Good will,Good will,"33,360,489,625","33,360,489,628",,
Total,Total,Total,"296,074,828,785","299,639,710,656",,
