row_label_raw,row_label_full,a) Ngắn hạnBên khác,2.183.060.421.709,1.663.264.889.610,numeric__2.183.060.421.709,numeric__1.663.264.889.610
a) Ngắn hạnBên khác,a) Ngắn hạnBên khác,a) Ngắn hạnBên khác,2.183.060.421.709,1.663.264.889.610,2183060421709.0,1663264889610.0
+ Công ty Mua Bán Điện - Tập Đoàn Điện Lực Việt Nam,+ Công ty Mua Bán Điện - Tập Đoàn Điện Lực Việt Nam,+ Công ty Mua Bán Điện - Tập Đoàn Điện Lực Việt Nam,72.027.201.569,74.224.785.774,72027201569.0,74224785774.0
+ Công ty Cổ phần Xuất Khẩu Thủy Hải Sản Sạch,+ Công ty Cổ phần Xuất Khẩu Thủy Hải Sản Sạch,+ Công ty Cổ phần Xuất Khẩu Thủy Hải Sản Sạch,6.543.338.851,101.185.453.660,6543338851.0,101185453660.0
+ Công ty Cổ phần SATRA Thái Sơn,+ Công ty Cổ phần SATRA Thái Sơn,+ Công ty Cổ phần SATRA Thái Sơn,6.974.620.468,6.974.620.468,6974620468.0,6974620468.0
+ Công ty TNHH MTV Kiểm Định & Đầu Tư Toàn Cầu,+ Công ty TNHH MTV Kiểm Định & Đầu Tư Toàn Cầu,+ Công ty TNHH MTV Kiểm Định & Đầu Tư Toàn Cầu,72.755.719.817,105.954.719.817,72755719817.0,105954719817.0
+ Công ty Cổ phần Dầu cá Châu Á,+ Công ty Cổ phần Dầu cá Châu Á,+ Công ty Cổ phần Dầu cá Châu Á,389.580.419.426,241.914.818.941,389580419426.0,241914818941.0
+ Khách hàng khác,+ Khách hàng khác,+ Khách hàng khác,1.635.179.121.578,1.133.010.490.950,1635179121578.0,1133010490950.0
Bên liên quan,Bên liên quan,Bên liên quan,,TNHH,,
Bên liên quan,Bên liên quan,Bên liên quan,,H VU TỪ,,
b) Dài hạn,b) Dài hạn,b) Dài hạn,,HINH KÊ,,
b) Dài hạn,b) Dài hạn,b) Dài hạn,,KIÊM TƯ,,
Cộng,b) Dài hạn > Cộng,Cộng,2.183.060.421.709,1.663.264.889.610,2183060421709.0,1663264889610.0
