row_label_raw,row_label_full,col_0,Ending Balance,Beginning Balance,numeric__Ending Balance,numeric__Beginning Balance
Term deposits,Term deposits,Term deposits,"1,296,804,387,038","617,852,500,000",,
Held-to-maturity investments,Held-to-maturity investments,Held-to-maturity investments,"57,082,355,143","126,073,338,159",,
Inventories,Inventories,Inventories,"1,666,734,044,996","1,688,417,495,568",,
Tangible fixed assets,Tangible fixed assets,Tangible fixed assets,"4,025,090,648,469","4,224,063,988,326",,
Land use rights,Land use rights,Land use rights,"924,513,459,369","948,939,912,022",,
Share,Share,Share,"997,398,163,912","987,505,849,954",,
Investment propoerties,Investment propoerties,Investment propoerties,"450,771,827,860","419,862,127,505",,
