row_label_raw,row_label_full,Họ tên,Chức vụ,Năm nay,Năm trước,numeric__Chức vụ,numeric__Năm nay,numeric__Năm trước
Tổng lương Ban Giám Đốc,Tổng lương Ban Giám Đốc,Tổng lương Ban Giám Đốc,,5.972.600.000,6.501.291.125,,5972600000.0,6501291125.0
Lê Tuấn Anh,Lê Tuấn Anh,Lê Tuấn Anh,Tổng Giám Đốc,1.115.080.000,897.880.400,,1115080000.0,897880400.0
Lê Thanh Thuấn,Lê Thanh Thuấn,Lê Thanh Thuấn,Nguyên Tổng Giám Đốc,,1.162.742.500,,,1162742500.0
Lê Văn Thành,Lê Văn Thành,Lê Văn Thành,Phó Tổng Giám Đốc,924.500.000,766.812.500,,924500000.0,766812500.0
Lê Xuân Quế,Lê Xuân Quế,Lê Xuân Quế,Phó Tổng Giám Đốc,899.850.000,933.526.000,,899850000.0,933526000.0
Trương Vĩnh Thành,Trương Vĩnh Thành,Trương Vĩnh Thành,Phó Tổng Giám Đốc,671.910.000,661.093.400,,671910000.0,661093400.0
Lê Thị Phượng,Lê Thị Phượng,Lê Thị Phượng,Phó Tổng Giám Đốc,672.710.000,661.643.400,,672710000.0,661643400.0
Lê Nguyễn Hoàng Anh Duy,Lê Nguyễn Hoàng Anh Duy,Lê Nguyễn Hoàng Anh Duy,Phó Tổng Giám Đốc,676.150.000,519.513.600,,676150000.0,519513600.0
Trương Công Khánh,Trương Công Khánh,Trương Công Khánh,Giám Đốc Tài Chính,568.300.000,492.390.100,,568300000.0,492390100.0
Ngô Thị Tố Ngân,Ngô Thị Tố Ngân,Ngô Thị Tố Ngân,Kế Toán Trường,444.100.000,405.689.225,,444100000.0,405689225.0
