row_label_raw,row_label_full,Code,RESOURCES,Note,Closing balance,Opening balance,numeric__RESOURCES,numeric__Note,numeric__Closing balance,numeric__Opening balance
300,300,300,C. LIABILITIES,,"14,768,320,800,881","12,481,170,985,844",,,,
310,310,310,I. Current liabilities,,"7,830,527,770,434","8,203,972,540,991",,,,
311,311,311,1. Short-term trade payables,V.14,"464,666,728,448","520,907,086,114",,,,
312,312,312,2. Short-term advances from customers,,"229,941,996,542","382,741,437,860",,,,
313,313,313,3. Taxes and other payables to State,V.15,"147,736,124,234","536,558,060,762",,,,
314,314,314,4. Payables to employees,,"31,078,402,784","35,149,434,608",,,,
315,315,315,5. Short-term accrued expenses,V.20,"64,583,859,792","42,804,743,058",,,,
316,316,316,6. Short-term intercompany payables,,,,,,,
317,317,317,7. Construction contract-in-progress payables,,,,,,,
318,318,318,8. Short-term unearned revenue,V.22,"550,309,052","3,486,491,831",,,,
319,319,319,9. Other short-term payables,V.21,"83,772,214,762","111,956,483,241",,,,
320,320,320,10. Short-term borrowings and finance lease liabilities,V.16,"6,759,017,748,781","6,523,135,865,213",,,,
321,321,321,11. Provision for short-term payables,V.23,,"2,022,226,343",,,,
322,322,322,12. Bonus and welfare fund,,"49,180,386,039","45,210,711,961",,,,
323,323,323,13. Price stabilization fund,,,,,,,
324,324,324,14. Purchase and resale of government bonds,,,,,,,
330,330,330,II. Long-term liabilities,,"6,937,793,030,447","4,277,198,444,853",,,,
331,331,331,1. Long-term trade payables,,,,,,,
332,332,332,2. Prepayments from customers,,,,,,,
333,333,333,3. Long-term accrued expenses,,,,,,,
334,334,334,4. Intercompany payables on working capital,,,,,,,
335,335,335,5. Long-term intercompany payables,,,,,,,
336,336,336,6. Long-term unearned revenue,V.22,"15,580,430,129","14,445,784,805",,,,
337,337,337,7. Other long-term payables,V.21,"3,294,000,000","2,090,000,000",,,,
338,338,338,8. Long-term borrowings and finance lease liabilities,V.13,"6,916,878,777,410","4,258,622,837,140",,,,
339,339,339,9. Convertible bonds,,,,,,,
340,340,340,10. Preference shares,,,,,,,
341,341,341,11. Deferred income tax payables,,"2,039,822,908","2,039,822,908",,,,
342,342,342,12. Provision for long term payables,,,,,,,
343,343,343,13. Scientific and technological development fund,,,,,,,
