row_label_raw,row_label_full,Chi tiêu,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,939.520,1.951.163,939520.0,1951163.0
Phải thu khách hàng và các khoản phải thu khác,Phải thu khách hàng và các khoản phải thu khác,Phải thu khách hàng và các khoản phải thu khác,12.891.902,7.705.519,12891902.0,7705519.0
Phải trả cho người bán và các khoản phải trả khác,Phải trả cho người bán và các khoản phải trả khác,Phải trả cho người bán và các khoản phải trả khác,(184.374),(275.604),-184374.0,-275604.0
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,(61.910.746),(45.041.462),-61910746.0,-45041462.0
Tài sản/(Nợ phải trả) thuần có gốc ngoại tệ,Tài sản/(Nợ phải trả) thuần có gốc ngoại tệ,Tài sản/(Nợ phải trả) thuần có gốc ngoại tệ,(48.263.699),(35.660.384),-48263699.0,-35660384.0
