row_label_raw,row_label_full,Code,Item,Note,Current year,Previous year,numeric__Item,numeric__Note,numeric__Current year,numeric__Previous year
01,01,01,1. Revenues from sales and service provisions,VI.01,"12,021,821,033,080","11,991,539,015,201",,,,
02,02,02,2. Revenue deductions,VI.02,"8,703,143,080","18,385,263,094",,,,
10,10,10,3. Net revenues from sales and service provisions,,"12,013,117,890,000","11,973,153,752,107",,,,
11,11,11,4. Costs of goods sold,VI.03,"10,635,712,841,679","10,632,177,882,578",,,,
20,20,20,5. Gross revenues from sales and service provisions,,"1,377,405,048,321","1,340,975,869,529",,,,
21,21,21,6. Financial income,VI.04,"198,142,208,396","233,545,689,673",,,,
22,22,22,7. Financial expense,VI.05,"721,962,932,465","791,357,925,125",,,,
23,23,23,In which: Interest expenses,,"661,139,329,878","741,754,262,109",,,,
24,24,24,8. Share of profit in associates,,,VAN,,,,
25,25,25,9. Selling expenses,VI.06,"218,760,025,641","164,671,564,165",,,,
26,26,26,10. Enterprise administrative expense,VI.06,"296,074,828,785","299,639,710,656",,,,
30,30,30,11. Net profit from operations,,"338,749,469,826","318,852,362,256",,,,
31,31,31,12. Other income,VI.07,"16,881,213,068","18,093,937,205",,,,
32,32,32,13. Other expense,VI.08,"38,536,685,879","17,804,875,305",,,,
40,40,40,14. Other profit,,"(21,655,472,811)","289,061,900",,,,
50,50,50,15. Total pre-tax profit,,"317,093,997,015","319,141,424,156",,,,
51,51,51,16. Current enterprise income tax expense,VI.10,"64,255,361,446","70,582,325,528",,,,
52,52,52,17. Deferred enterprise income tax expense,VI.11,"1,851,997,520","(3,140,272,584)",,,,
60,60,60,18. Profits after enterprise income tax,,"250,986,638,049","251,699,371,212",,,,
61,61,61,19. Equity holders of the Company,,"180,853,915,747","195,640,236,876",,,,
62,62,62,20. Non-controlling interest,,"70,132,722,302","56,665,090,851",,,,
70,62 > 70,70,21. Basic earnings per share,VI.12,517,580,,,517.0,580.0
71,62 > 71,71,22. Diluted earnings per share,VI.13,517,580,,,517.0,580.0
