row_label_raw,row_label_full,col_0,Historical cost,Provision,Historical cost_1,Provision_1,numeric__Historical cost,numeric__Provision,numeric__Historical cost_1,numeric__Provision_1
- Raw materials,- Raw materials,- Raw materials,"211,662,483,977",,"153,468,994,895",,,,,
- Tools and supplies,- Tools and supplies,- Tools and supplies,"19,722,365,762",,"9,111,025,360",,,,,
- Work in progress,- Work in progress,- Work in progress,"1,299,837,430,363",,"1,230,887,451,698",,,,,
- Finished goods,- Finished goods,- Finished goods,"719,236,758,003",,"1,111,095,043,441",,,,,
- Goods,- Goods,- Goods,"506,548,960,734",,"500,033,887,580","(307,120,895)",,,,
- Consignments,- Consignments,- Consignments,"7,259,853,616",,"5,855,895,724",,,,,
- Real estate goods,- Real estate goods,- Real estate goods,"1,571,968,472,714",,"1,546,263,594,906",,,,,
Total,Total,Total,"4,336,236,325,169",,"4,556,715,893,604","(307,120,895)",,,,
