row_label_raw,row_label_full,col_0,Current year,Previous year,numeric__Current year,numeric__Previous year
06.1. Selling expenses,06.1. Selling expenses,06.1. Selling expenses,06.1. Selling expenses,06.1. Selling expenses,,
"Costs of materials, package","Costs of materials, package","Costs of materials, package",,"4,469,958",,
"Costs of tools, supplies","Costs of tools, supplies","Costs of tools, supplies","185,363,616","709,541,964",,
Labor costs and staff costs,Labor costs and staff costs,Labor costs and staff costs,"12,453,866,173","13,161,380,439",,
Depreciation,Depreciation,Depreciation,"845,771,345","668,938,098",,
External services,External services,External services,"28,477,999,572","44,467,009,352",,
Transportation,Transportation,Transportation,"112,480,429,906","65,934,304,264",,
Others,Others,Others,"64,316,595,029","39,725,917,094",,
Total,Total,Total,"218,760,025,641","164,671,561,165",,
