row_label_raw,row_label_full,Code,ASSETS,Note,Ending Balance,Beginning Balance,numeric__ASSETS,numeric__Note,numeric__Ending Balance,numeric__Beginning Balance
200,200,200,ASSETS,,"9,289,525,402,197","9,217,322,907,487",,,,
210,210,210,I. Long-term receivables,,"32,877,315,013","35,363,850,763",,,,
211,211,211,1. Long-term trade receivables,,,,,,,
212,212,212,2. Prepayments to suppliers in long-term,,"14,500,000","14,500,000",,,,
213,213,213,3. Working capital provided to subordinate units,,,,,,,
214,214,214,4. Long-term intercompany receivables,,,,,,,
215,215,215,5. Receivables from long-term loans,,,,,,,
216,216,216,6. Other long-term receivables,V.05,"32,862,815,013","35,349,350,763",,,,
219,219,219,7. Provision for doubtful long-term receivables (*),,,,,,,
220,220,220,II. Fixed assets,,"6,358,160,566,795","6,560,647,417,672",,,,
221,221,221,1. Tangible fixed assets,V.09,"4,650,422,025,339","4,779,785,409,482",,,,
222,222,222,- Costs,,"6,587,583,140,995","6,394,334,913,051",,,,
223,223,223,- Accumulated depreciation (*),,"(1,937,161,115,656)","(1,614,549,503,569)",,,,
224,224,224,2. Finance lease fixed asset,V.10,"310,636,701,083","365,893,043,822",,,,
225,225,225,- Costs,,"431,165,023,524","463,281,218,676",,,,
226,226,226,- Accumulated depreciation (*),,"(120,528,322,441)","(97,388,174,854)",,,,
227,227,227,3. Intangible fixed assets,V.11,"1,397,101,840,373","1,414,968,964,368",,,,
228,228,228,- Costs,,"1,542,854,325,093","1,539,044,754,258",,,,
229,229,229,- Accumulated depreciation (*),,"(145,752,484,720)","(124,075,789,890)",,,,
230,230,230,III. Investment real property,V.12,"508,605,188,276","498,014,547,420",,,,
231,231,231,- Costs,,"657,354,041,023","633,051,196,259",,,,
232,232,232,- Accumulated depreciation (*),,"(148,748,852,747)","(135,036,648,839)",,,,
240,240,240,IV. Long-term assets in progress,V.08,"1,373,371,010,233","1,020,715,644,092",,,,
242,242,242,2. Construction in progress,,"1,373,371,010,233","1,020,715,644,092",,,,
250,250,250,V. Long-term financial investments,V.02,"33,310,000,000","33,310,000,000",,,,
251,251,251,1. Investments in subsidiaries,,,,,,,
252,252,252,2. Investments in associated companies and joint-ventures,,,,,,,
253,253,253,3. Investments in equity of other entities,,"2,000,000,000","2,000,000,000",,,,
254,254,254,4. Provision for decline in the value of long-term investments (*),,"(2,000,000,000)","(2,000,000,000)",,,,
255,255,255,5. Held-to-maturity investments,,"33,310,000,000","33,310,000,000",,,,
260,260,260,VI. Other long-term assets,,"983,201,321,880","1,069,271,447,540",,,,
261,261,261,1. Long-term prepaid expenses,V.13,"643,968,340,031","656,754,934,595",,,,
262,262,262,2. Deferred income tax assets,V.14,"462,715,482","5,885,450,000",,,,
263,263,263,"3. Long term equipment, supplies and spare parts",,,,,,,
268,268,268,4. Other long-term assets,,,,,,,
269,269,269,5. Goodwill,V.15,"338,770,266,367","406,631,062,945",,,,
270,270,270,TOTAL ASSETS,,"22,856,055,629,167","20,307,453,158,579",,,,
