row_label_raw,row_label_full,col_0,Ending Balance,Ending Balance_1,Beginning Balance,Beginning Balance_1,numeric__Ending Balance,numeric__Ending Balance_1,numeric__Beginning Balance,numeric__Beginning Balance_1
,,,Historical cost,Recoverable value,Historical cost,Recoverable value,,,,
"+ LLC ""Sata Fish Ltd""","+ LLC ""Sata Fish Ltd""","+ LLC ""Sata Fish Ltd""","9,467,468,250",,"9,467,468,250",,,,,
+ Alfredo Foods,+ Alfredo Foods,+ Alfredo Foods,"9,073,064,061",,"9,073,064,061",,,,,
+ Alliance Seafood Group,+ Alliance Seafood Group,+ Alliance Seafood Group,"9,107,273,406",,"9,107,273,406",,,,,
+ Lapson International,+ Lapson International,+ Lapson International,"6,885,734,871",,"6,885,734,871",,,,,
+ Sarl Globe Alliance,+ Sarl Globe Alliance,+ Sarl Globe Alliance,"7,104,351,914",,"7,104,351,914",,,,,
+ Tian Ye Aquatic Products,+ Tian Ye Aquatic Products,+ Tian Ye Aquatic Products,"6,554,141,866",,"6,554,141,866",,,,,
+ Quang Huy BK Co. Ltd,+ Quang Huy BK Co. Ltd,+ Quang Huy BK Co. Ltd,"2,900,000,000",,"2,900,000,000",,,,,
+ SATRA Thai Son JSC,+ SATRA Thai Son JSC,+ SATRA Thai Son JSC,"6,851,211,068",,"6,851,211,068",,,,,
+ Others,+ Others,+ Others,"9,958,686,972",,"10,287,088,222",,,,,
Total,Total,Total,"67,901,932,408",,"68,230,333,658",,,,,
