row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,1.715.519.145.707,1.647.951.803.598,400.0,,1715519145707.0,1647951803598.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,,1.715.519.145.707,1.647.951.803.598,410.0,,1715519145707.0,1647951803598.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,V.23,1.370.973.230.000,1.370.973.230.000,411.0,,1370973230000.0,1370973230000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,V.23,10.420.226.000,10.420.226.000,412.0,,10420226000.0,10420226000.0
3. Quyền chọn chuyển đổi trái phiếu,3. Quyền chọn chuyển đổi trái phiếu,3. Quyền chọn chuyển đổi trái phiếu,413,,-,-,413.0,,,
4. Vốn khác của chủ sở hữu,4. Vốn khác của chủ sở hữu,4. Vốn khác của chủ sở hữu,414,,-,-,414.0,,,
5. Cổ phiếu quỹ,5. Cổ phiếu quỹ,5. Cổ phiếu quỹ,415,,-,-,415.0,,,
6. Chênh lệch đánh giá lại tài sản,6. Chênh lệch đánh giá lại tài sản,6. Chênh lệch đánh giá lại tài sản,416,,-,-,416.0,,,
7. Chênh lệch tỷ giá hối đoái,7. Chênh lệch tỷ giá hối đoái,7. Chênh lệch tỷ giá hối đoái,417,,-,-,417.0,,,
8. Quỹ đầu tư phát triển,8. Quỹ đầu tư phát triển,8. Quỹ đầu tư phát triển,418,V.23,93.275.096.257,86.402.472.800,418.0,,93275096257.0,86402472800.0
9. Quỹ hỗ trợ sắp xếp doanh nghiệp,9. Quỹ hỗ trợ sắp xếp doanh nghiệp,9. Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,419.0,,,
10. Quỹ khác thuộc vốn chủ sở hữu,10. Quỹ khác thuộc vốn chủ sở hữu,10. Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,420.0,,,
11. Lợi nhuận sau thuế chưa phân phối,11. Lợi nhuận sau thuế chưa phân phối,11. Lợi nhuận sau thuế chưa phân phối,421,V.23,240.850.593.450,180.155.874.798,421.0,,240850593450.0,180155874798.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,421a,,27.595.149.019,180.155.874.798,,,27595149019.0,180155874798.0
- Lợi nhuận sau thuế chưa phân phối kỳ này,- Lợi nhuận sau thuế chưa phân phối kỳ này,- Lợi nhuận sau thuế chưa phân phối kỳ này,421b,,213.255.444.431,-,,,213255444431.0,
12. Nguồn vốn đầu tư xây dựng cơ bản,12. Nguồn vốn đầu tư xây dựng cơ bản,12. Nguồn vốn đầu tư xây dựng cơ bản,422,,-,-,422.0,,,
II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,II. Nguồn kinh phí và quỹ khác,430,,-,-,430.0,,,
1. Nguồn kinh phí,1. Nguồn kinh phí,1. Nguồn kinh phí,431,,-,,431.0,,,
2. Nguồn kinh phí đã hình thành tài sản cổ định,2. Nguồn kinh phí đã hình thành tài sản cổ định,2. Nguồn kinh phí đã hình thành tài sản cổ định,432,,-,,432.0,,,
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,8.044.923.579.283,7.976.326.073.498,440.0,,8044923579283.0,7976326073498.0
