row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,32.497.350.868,,33.797.177.458,,32497350868.0,,33797177458.0,
Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP - Phải thu lợi nhuận được chia từ Dự án Becamex City Center,12.420.156.354,,20.065.680.055,,12420156354.0,,20065680055.0,
Công ty TNHH MTV Khách sạnBecamex - Lợi nhuận được chia,Công ty TNHH MTV Khách sạnBecamex - Lợi nhuận được chia,Công ty TNHH MTV Khách sạnBecamex - Lợi nhuận được chia,16.392.863.029,,9.157.253.733,,16392863029.0,,9157253733.0,
Công ty TNHH MTV Thương mạiBecamex - Lợi nhuận được chia,Công ty TNHH MTV Thương mạiBecamex - Lợi nhuận được chia,Công ty TNHH MTV Thương mạiBecamex - Lợi nhuận được chia,3.502.331.485,,4.352.243.670,,3502331485.0,,4352243670.0,
"Công ty Liên Doanh TNHH Khu Công nghiệp Việt Nam - Singapore - Ký quỹ, ký cược ngắn hạn","Công ty Liên Doanh TNHH Khu Công nghiệp Việt Nam - Singapore - Ký quỹ, ký cược ngắn hạn","Công ty Liên Doanh TNHH Khu Công nghiệp Việt Nam - Singapore - Ký quỹ, ký cược ngắn hạn",132.000.000,,132.000.000,,132000000.0,,132000000.0,
"Công ty TNHH Becamex Tokyu - Ký quỹ, ký cược ngắn hạn","Công ty TNHH Becamex Tokyu - Ký quỹ, ký cược ngắn hạn","Công ty TNHH Becamex Tokyu - Ký quỹ, ký cược ngắn hạn",50.000.000,,90.000.000,,50000000.0,,90000000.0,
Phải thu các các tổ chức và cá nhân khác,Phải thu các các tổ chức và cá nhân khác,Phải thu các các tổ chức và cá nhân khác,3.277.773.982,,5.041.022.889,,3277773982.0,,5041022889.0,
"Chi hộ cho Ban quản lý chung cư New Horizon, tòa nhà Becamex Tower","Chi hộ cho Ban quản lý chung cư New Horizon, tòa nhà Becamex Tower","Chi hộ cho Ban quản lý chung cư New Horizon, tòa nhà Becamex Tower",207.398.898,,55.473.386,,207398898.0,,55473386.0,
Phải thu tiền chi hộ làm số cho khách hàng mua căn hộ Sunrise,Phải thu tiền chi hộ làm số cho khách hàng mua căn hộ Sunrise,Phải thu tiền chi hộ làm số cho khách hàng mua căn hộ Sunrise,63.186.300,,180.306.500,,63186300.0,,180306500.0,
Phải thu tiền chi hộ làm số cho khách hàng mua dự án The Green River,Phải thu tiền chi hộ làm số cho khách hàng mua dự án The Green River,Phải thu tiền chi hộ làm số cho khách hàng mua dự án The Green River,79.651.800,,259.814.800,,79651800.0,,259814800.0,
