row_label_raw,row_label_full,Số đầu năm > Mua trong năm,Nguyên giá > 8.669.587.380 > 83.928.310,Hao mòn lũy kế > 3.865.711.619,Giá trị còn lại > 4.803.875.761,numeric__Nguyên giá > 8.669.587.380 > 83.928.310,numeric__Hao mòn lũy kế > 3.865.711.619,numeric__Giá trị còn lại > 4.803.875.761
Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,1.749.440.896,,,1749440896.0,,
Khấu hao trong năm,Khấu hao trong năm,Khấu hao trong năm,,702.264.486,,,702264486.0,
Số cuối năm,Số cuối năm,Số cuối năm,10.502.956.586,4.567.976.105,5.934.980.481,10502956586.0,4567976105.0,5934980481.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,
Đã khấu hao hết nhưng vẫn còn sử dụng,Trong đó: > Đã khấu hao hết nhưng vẫn còn sử dụng,Đã khấu hao hết nhưng vẫn còn sử dụng,1.850.394.021,,,1850394021.0,,
