row_label_raw,row_label_full,col_0,Lãi suất,Số cuối nămKỳ hạncòn lại,Giá trị,Lãi suất_1,Số đầu nămKỳ hạncòn lại,Giá trị_1,numeric__Lãi suất,numeric__Số cuối nămKỳ hạncòn lại,numeric__Giá trị,numeric__Lãi suất_1,numeric__Số đầu nămKỳ hạncòn lại,numeric__Giá trị_1
Phát hành theo mệnh giá,Phát hành theo mệnh giá,Phát hành theo mệnh giá,,,1.000.000.000.000,,,,,,1000000000000.0,,,
Phát hành cho Ngân hàng TMCP Tiên Phong\( ^{(a)} \),Phát hành cho Ngân hàng TMCP Tiên Phong\( ^{(a)} \),Phát hành cho Ngân hàng TMCP Tiên Phong\( ^{(a)} \),"10,775 %/năm",09 tháng,206.000.000.000,,,-,,,206000000000.0,,,
Phát hành cho các đối tượng khác\( ^{(a)} \),Phát hành cho các đối tượng khác\( ^{(a)} \),Phát hành cho các đối tượng khác\( ^{(a)} \),"10,775 %/năm",09 tháng,394.000.000.000,,,-,,,394000000000.0,,,
Phát hành cho Công ty Cổ phần Chứng khoán Asean\( ^{(b)} \),Phát hành cho Công ty Cổ phần Chứng khoán Asean\( ^{(b)} \),Phát hành cho Công ty Cổ phần Chứng khoán Asean\( ^{(b)} \),"10,775 %/năm",10 tháng,400.000.000.000,,,-,,,400000000000.0,,,
Cộng,Cộng,Cộng,,,1.000.000.000.000,,,-,,,1000000000000.0,,,
