row_label_raw,row_label_full,Số cuối năm,Từ 1 nămtrở xuống > Số cuối năm,Trên 1 năm đến5 năm > Số cuối năm,Trên 5năm > Số cuối năm,Cộng > Số cuối năm,numeric__Từ 1 nămtrở xuống > Số cuối năm,numeric__Trên 1 năm đến5 năm > Số cuối năm,numeric__Trên 5năm > Số cuối năm,numeric__Cộng > Số cuối năm
Vay và nợ,Vay và nợ,Vay và nợ,161.007.061.000,-,-,161.007.061.000,161007061000.0,,,161007061000.0
Phải trả người bán,Phải trả người bán,Phải trả người bán,3.780.215.172.325,-,-,3.780.215.172.325,3780215172325.0,,,3780215172325.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,71.900.188.576,-,-,71.900.188.576,71900188576.0,,,71900188576.0
Cộng,Cộng,Cộng,4.013.122.421.901,-,-,4.013.122.421.901,4013122421901.0,,,4013122421901.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,
Vay và nợ,Số đầu năm > Vay và nợ,Vay và nợ,32.700.000.000,-,-,32.700.000.000,32700000000.0,,,32700000000.0
Phải trả người bán,Số đầu năm > Phải trả người bán,Phải trả người bán,4.527.398.385.111,-,-,4.527.398.385.111,4527398385111.0,,,4527398385111.0
Các khoản phải trả khác,Số đầu năm > Các khoản phải trả khác,Các khoản phải trả khác,15.575.354.918,-,-,15.575.354.918,15575354918.0,,,15575354918.0
Cộng,Số đầu năm > Cộng,Cộng,4.575.673.740.029,-,-,4.575.673.740.029,4575673740029.0,,,4575673740029.0
