row_label_raw,row_label_full,col_0,Số đầu năm,Số tiền vay phát sinh trong năm,Số tiền vay đã trả trong năm,Bù trừ công nợ,Số cuối năm,numeric__Số đầu năm,numeric__Số tiền vay phát sinh trong năm,numeric__Số tiền vay đã trả trong năm,numeric__Bù trừ công nợ,numeric__Số cuối năm
Vay ngắn hạn Bên liên quan,Vay ngắn hạn Bên liên quan,Vay ngắn hạn Bên liên quan,32.700.000.000,222.321.942.000,(83.400.000.000),(10.614.881.000),161.007.061.000,32700000000.0,222321942000.0,-83400000000.0,-10614881000.0,161007061000.0
Công ty TNHH Anh Vũ Phú Yên,Công ty TNHH Anh Vũ Phú Yên,Công ty TNHH Anh Vũ Phú Yên,32.700.000.000,-,(32.700.000.000),-,-,32700000000.0,,-32700000000.0,,
Công ty TNHH chăn nuôi công nghệ cao Sông Hinh,Công ty TNHH chăn nuôi công nghệ cao Sông Hinh,Công ty TNHH chăn nuôi công nghệ cao Sông Hinh,-,44.300.000.000,-,-,44.300.000.000,,44300000000.0,,,44300000000.0
Công ty Cổ phần Siba Food Việt Nam,Công ty Cổ phần Siba Food Việt Nam,Công ty Cổ phần Siba Food Việt Nam,-,50.700.000.000,(50.700.000.000),-,-,,50700000000.0,-50700000000.0,,
Công ty Cổ phần chăn nuôi công nghệ cao Hải Đăng Tây Ninh,Công ty Cổ phần chăn nuôi công nghệ cao Hải Đăng Tây Ninh,Công ty Cổ phần chăn nuôi công nghệ cao Hải Đăng Tây Ninh,-,31.421.942.000,-,(7.500.000.000),23.921.942.000,,31421942000.0,,-7500000000.0,23921942000.0
Công ty Cổ phần Thức ăn Chăn nuôi BAF Tây Ninh,Công ty Cổ phần Thức ăn Chăn nuôi BAF Tây Ninh,Công ty Cổ phần Thức ăn Chăn nuôi BAF Tây Ninh,-,24.000.000.000,-,,24.000.000.000,,24000000000.0,,,24000000000.0
Công ty Cổ phần Nông nghiệp BAF Bình Định,Công ty Cổ phần Nông nghiệp BAF Bình Định,Công ty Cổ phần Nông nghiệp BAF Bình Định,-,71.900.000.000,-,(3.114.881.000),68.785.119.000,,71900000000.0,,-3114881000.0,68785119000.0
Cộng,Cộng,Cộng,32.700.000.000,222.321.942.000,(83.400.000.000),(10.614.881.000),161.007.061.000,32700000000.0,222321942000.0,-83400000000.0,-10614881000.0,161007061000.0
