row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Ông Nguyễn Thanh Hải,Ông Nguyễn Thanh Hải,Ông Nguyễn Thanh Hải,400.000.000,-,400000000.0,
Ông Nguyễn Quốc văn,Ông Nguyễn Quốc văn,Ông Nguyễn Quốc văn,100.000.000,-,100000000.0,
Bà Nguyễn Thị Ngọc Thúy,Bà Nguyễn Thị Ngọc Thúy,Bà Nguyễn Thị Ngọc Thúy,400.000.000,-,400000000.0,
Tạm ứng thành viên Ban lãnh đạo,Tạm ứng thành viên Ban lãnh đạo,Tạm ứng thành viên Ban lãnh đạo,Tạm ứng thành viên Ban lãnh đạo,Tạm ứng thành viên Ban lãnh đạo,,
Ông Nguyễn Đức Thắng- Giám đốc Dự án,Tạm ứng thành viên Ban lãnh đạo > Ông Nguyễn Đức Thắng- Giám đốc Dự án,Ông Nguyễn Đức Thắng- Giám đốc Dự án,-,19.255.131.513,,19255131513.0
Chuyển nhượng vốn góp,Chuyển nhượng vốn góp,Chuyển nhượng vốn góp,Chuyển nhượng vốn góp,Chuyển nhượng vốn góp,,
Ông Phan Ngọc Án - Chủ tịch HDQT,Ông Phan Ngọc Án - Chủ tịch HDQT,Ông Phan Ngọc Án - Chủ tịch HDQT,,-,,
Phải thu về bán vốn góp công ty con,Ông Phan Ngọc Án - Chủ tịch HDQT > Phải thu về bán vốn góp công ty con,Phải thu về bán vốn góp công ty con,400.000.000,-,400000000.0,
Thu tiền bán vốn góp công ty con,Ông Phan Ngọc Án - Chủ tịch HDQT > Thu tiền bán vốn góp công ty con,Thu tiền bán vốn góp công ty con,400.000.000,-,400000000.0,
Bà Nguyễn Thị Ngọc Thúy - Kế toán trường,Bà Nguyễn Thị Ngọc Thúy - Kế toán trường,Bà Nguyễn Thị Ngọc Thúy - Kế toán trường,Bà Nguyễn Thị Ngọc Thúy - Kế toán trường,Bà Nguyễn Thị Ngọc Thúy - Kế toán trường,,
Phải thu về bán vốn góp công ty con,Bà Nguyễn Thị Ngọc Thúy - Kế toán trường > Phải thu về bán vốn góp công ty con,Phải thu về bán vốn góp công ty con,800.000.000,-,800000000.0,
Thu tiền bán vốn góp công ty con,Bà Nguyễn Thị Ngọc Thúy - Kế toán trường > Thu tiền bán vốn góp công ty con,Thu tiền bán vốn góp công ty con,800.000.000,-,800000000.0,
