row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,13.379.766.914,-,26.986.413.461,-,13379766914.0,,26986413461.0,
Tiền lãi cho vay,Tiền lãi cho vay,Tiền lãi cho vay,1.199.945.205,-,2.058.351.657,-,1199945205.0,,2058351657.0,
Tạm ứng,Tạm ứng,Tạm ứng,1.664.317.052,-,1.559.995.426,-,1664317052.0,,1559995426.0,
Đặt cọc,Đặt cọc,Đặt cọc,2.600.000,-,2.600.000,-,2600000.0,,2600000.0,
Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Chăn Nuôi Nam An Khánh theo HD Số 18062020/NAK-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Chăn Nuôi Nam An Khánh theo HD Số 18062020/NAK-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Chăn Nuôi Nam An Khánh theo HD Số 18062020/NAK-BAF,-,-,4.000.000.000,-,,,4000000000.0,
Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX1-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX1-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX1-BAF,-,-,6.000.000.000,-,,,6000000000.0,
Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX2-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX2-BAF,Đặt cọc tiền chuyển nhượng vốn góp của Ông Phạm Hùng Thắng tại Công ty TNHH Đầu Tư Trang Trại Xanh 1 theo HD số 07/2020/HĐNT-TTX2-BAF,-,-,4.500.000.000,-,,,4500000000.0,
"Phải thu GENESUS, INC do heo chết Nhập khẩu","Phải thu GENESUS, INC do heo chết Nhập khẩu","Phải thu GENESUS, INC do heo chết Nhập khẩu",4.101.293.725,-,5.601.293.725,-,4101293725.0,,5601293725.0,
Phải thu AG WORLD INTERNATIONAL CORP do heo chết nhập khẩu,Phải thu AG WORLD INTERNATIONAL CORP do heo chết nhập khẩu,Phải thu AG WORLD INTERNATIONAL CORP do heo chết nhập khẩu,2.408.429.159,-,2.922.349.559,-,2408429159.0,,2922349559.0,
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,4.003.181.773,-,558.229.546,-,4003181773.0,,558229546.0,
Cộng,Cộng,Cộng,42.278.011.771,-,46.241.544.974,-,42278011771.0,,46241544974.0,
