row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,188.918.714.983,,69.733.606.034,,188918714983.0,,69733606034.0,
Công ty TNHH Anh Vũ Phú Yên (1),Công ty TNHH Anh Vũ Phú Yên (1),Công ty TNHH Anh Vũ Phú Yên (1),10.300.000.000,-,-,-,10300000000.0,,,
Công ty TNHH SX TM DV Chăn Nuôi Minh Thành (2),Công ty TNHH SX TM DV Chăn Nuôi Minh Thành (2),Công ty TNHH SX TM DV Chăn Nuôi Minh Thành (2),25.017.584.949,-,46.898.000.000,-,25017584949.0,,46898000000.0,
Công ty TNHH Chăn nuôi Bảo Ngọc (3),Công ty TNHH Chăn nuôi Bảo Ngọc (3),Công ty TNHH Chăn nuôi Bảo Ngọc (3),23.008.606.034,-,14.255.606.034,-,23008606034.0,,14255606034.0,
Công ty TNHH SX TM DV Bắc An Khánh (4),Công ty TNHH SX TM DV Bắc An Khánh (4),Công ty TNHH SX TM DV Bắc An Khánh (4),32.066.462.000,-,2.400.000.000,-,32066462000.0,,2400000000.0,
Công ty TNHH SX TM DV Đông An Khánh (5),Công ty TNHH SX TM DV Đông An Khánh (5),Công ty TNHH SX TM DV Đông An Khánh (5),4.287.845.000,-,1.800.000.000,-,4287845000.0,,1800000000.0,
Công ty TNHH Chăn Nuôi Nam An Khánh (6),Công ty TNHH Chăn Nuôi Nam An Khánh (6),Công ty TNHH Chăn Nuôi Nam An Khánh (6),7.600.000.000,-,1.800.000.000,-,7600000000.0,,1800000000.0,
Công ty TNHH Đầu Tư Trang Trại Xanh 1 (7),Công ty TNHH Đầu Tư Trang Trại Xanh 1 (7),Công ty TNHH Đầu Tư Trang Trại Xanh 1 (7),86.638.217.000,-,1.440.000.000,-,86638217000.0,,1440000000.0,
Công ty TNHH Đầu Tư Trang Trại Xanh 2,Công ty TNHH Đầu Tư Trang Trại Xanh 2,Công ty TNHH Đầu Tư Trang Trại Xanh 2,-,,1.140.000.000,-,,,1140000000.0,
Cộng,Cộng,Cộng,188.918.714.983,-,69.733.606.034,-,188918714983.0,,69733606034.0,
