row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,377.688.944.961,58.059.600.950,377688944961.0,58059600950.0
"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán đề xác định lợi nhuận chịu thuế thu nhập doanh nghiệp:","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán đề xác định lợi nhuận chịu thuế thu nhập doanh nghiệp:","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toán đề xác định lợi nhuận chịu thuế thu nhập doanh nghiệp:",(2.115.837.200),2.515.288.115,-2115837200.0,2515288115.0
- Các khoản điều chỉnh tăng,- Các khoản điều chỉnh tăng,- Các khoản điều chỉnh tăng,484.162.800,2.506.920.066,484162800.0,2506920066.0
Chi phí không được trừ,Chi phí không được trừ,Chi phí không được trừ,460.964.779,2.506.920.066,460964779.0,2506920066.0
Lỗ Chi nhánh được quyết toán riêng,Lỗ Chi nhánh được quyết toán riêng,Lỗ Chi nhánh được quyết toán riêng,23.198.021,8.368.049,23198021.0,8368049.0
- Các khoản điều chỉnh giảm,- Các khoản điều chỉnh giảm,- Các khoản điều chỉnh giảm,(2.600.000.000),-,-2600000000.0,
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",(2.600.000.000),-,-2600000000.0,
Thu nhập chịu thuế,Thu nhập chịu thuế,Thu nhập chịu thuế,375.573.107.761,60.574.889.065,375573107761.0,60574889065.0
Thu nhập được miễn thuế,Thu nhập được miễn thuế,Thu nhập được miễn thuế,-,-,,
Lỗ các năm trước được chuyển,Lỗ các năm trước được chuyển,Lỗ các năm trước được chuyển,-,-,,
Thu nhập tính thuế,Lỗ các năm trước được chuyển > Thu nhập tính thuế,Thu nhập tính thuế,375.573.107.761,60.574.889.065,375573107761.0,60574889065.0
Thuế thu nhập doanh nghiệp phải nộp,Lỗ các năm trước được chuyển > Thuế thu nhập doanh nghiệp phải nộp,Thuế thu nhập doanh nghiệp phải nộp,66.158.924.178,12.114.977.813,66158924178.0,12114977813.0
Điều chỉnh thuế thu nhập doanh nghiệp phải nộp của các năm trước,Điều chỉnh thuế thu nhập doanh nghiệp phải nộp của các năm trước,Điều chỉnh thuế thu nhập doanh nghiệp phải nộp của các năm trước,-,-,,
Chi phí thuế TNDN hiện hành,Điều chỉnh thuế thu nhập doanh nghiệp phải nộp của các năm trước > Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,66.158.924.178,12.114.977.813,66158924178.0,12114977813.0
