row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,28.898.244.857,-,19.255.131.513,,28898244857.0,,19255131513.0,
Tạm ứng thành viên Ban lãnh đạo (*),Tạm ứng thành viên Ban lãnh đạo (*),Tạm ứng thành viên Ban lãnh đạo (*),19.255.131.513,-,19.255.131.513,-,19255131513.0,,19255131513.0,
Tiền lãi cho vay,Tiền lãi cho vay,Tiền lãi cho vay,8.101.377.344,-,-,-,8101377344.0,,,
Công ty TNHH SX TM DV Chăn Nuôi Minh Thành,Công ty TNHH SX TM DV Chăn Nuôi Minh Thành,Công ty TNHH SX TM DV Chăn Nuôi Minh Thành,2.850.728.668,-,-,-,2850728668.0,,,
Công ty TNHH Chăn nuôi Bảo Ngọc,Công ty TNHH Chăn nuôi Bảo Ngọc,Công ty TNHH Chăn nuôi Bảo Ngọc,1.131.558.268,-,-,-,1131558268.0,,,
Công ty TNHH SX TM DV Bắc An Khánh,Công ty TNHH SX TM DV Bắc An Khánh,Công ty TNHH SX TM DV Bắc An Khánh,285.747.945,-,-,-,285747945.0,,,
Công ty TNHH SX TM DV Đông An Khánh,Công ty TNHH SX TM DV Đông An Khánh,Công ty TNHH SX TM DV Đông An Khánh,-,-,-,-,,,,
Công ty TNHH Chăn Nuôi Nam An Khánh,Công ty TNHH SX TM DV Đông An Khánh > Công ty TNHH Chăn Nuôi Nam An Khánh,Công ty TNHH Chăn Nuôi Nam An Khánh,222.147.944,-,-,-,222147944.0,,,
Công ty TNHH Đầu Tư Trang Trại Xanh 1,Công ty TNHH SX TM DV Đông An Khánh > Công ty TNHH Đầu Tư Trang Trại Xanh 1,Công ty TNHH Đầu Tư Trang Trại Xanh 1,1.799.983.561,-,-,-,1799983561.0,,,
Công ty TNHH Đầu Tư Trang Trại Xanh 2,Công ty TNHH Đầu Tư Trang Trại Xanh 2,Công ty TNHH Đầu Tư Trang Trại Xanh 2,-,-,-,-,,,,
Công ty TNHH Chăn Nuôi Nam An Khánh,Công ty TNHH Chăn Nuôi Nam An Khánh,Công ty TNHH Chăn Nuôi Nam An Khánh,-,-,-,-,,,,
Công ty TNHH Anh Vũ Phú Yên Công ty Cổ phần chăn nuôi công nghệ cao Hải Đăng Tây Ninh,Công ty TNHH Chăn Nuôi Nam An Khánh > Công ty TNHH Anh Vũ Phú Yên Công ty Cổ phần chăn nuôi công nghệ cao Hải Đăng Tây Ninh,Công ty TNHH Anh Vũ Phú Yên Công ty Cổ phần chăn nuôi công nghệ cao Hải Đăng Tây Ninh,1.554.772.603,-,-,-,1554772603.0,,,
Phải thu khác Công ty TNHH SX TM DV Chăn Nuôi Minh Thành,Công ty TNHH Chăn Nuôi Nam An Khánh > Phải thu khác Công ty TNHH SX TM DV Chăn Nuôi Minh Thành,Phải thu khác Công ty TNHH SX TM DV Chăn Nuôi Minh Thành,1.541.736.000,-,-,-,1541736000.0,,,
,,,1.541.736.000,-,-,-,1541736000.0,,,
