row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Lợi nhuận sau thuế chưa phân phối,Cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Lợi nhuận sau thuế chưa phân phối,numeric__Cộng
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,100.000.000.000,-,19.761.620.663,119.761.620.663,100000000000.0,,19761620663.0,119761620663.0
Tăng vốn trong năm trước,Tăng vốn trong năm trước,Tăng vốn trong năm trước,400.000.000.000,-,-,400.000.000.000,400000000000.0,,,400000000000.0
Lợi nhuận trong năm trước,Lợi nhuận trong năm trước,Lợi nhuận trong năm trước,-,-,45.944.623.137,45.944.623.137,,,45944623137.0,45944623137.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,500.000.000.000,-,65.706.243.800,565.706.243.800,500000000000.0,,65706243800.0,565706243800.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,500.000.000.000,-,65.706.243.800,565.706.243.800,500000000000.0,,65706243800.0,565706243800.0
Tăng vốn trong năm nay (*),Tăng vốn trong năm nay (*),Tăng vốn trong năm nay (*),280.000.000.000,279.844.500.000,-,559.844.500.000,280000000000.0,279844500000.0,,559844500000.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,311.530.020.783,311.530.020.783,,,311530020783.0,311530020783.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,780.000.000.000,279.844.500.000,377.236.264.583,1.437.080.764.583,780000000000.0,279844500000.0,377236264583.0,1437080764583.0
