row_label_raw,row_label_full,Họ và tên,Chức vụ,col_2,numeric__Chức vụ,numeric__col_2
Ống Nguyễn Thanh Hải,Ống Nguyễn Thanh Hải,Ống Nguyễn Thanh Hải,Trưởng ban,Bổ nhiệm ngày 02/3/2021,,
Bà Dương Thị Hồng Tân,Bà Dương Thị Hồng Tân,Bà Dương Thị Hồng Tân,Thành viên,Bổ nhiệm ngày 02/3/2021,,
Ống Nguyễn Quốc Văn,Ống Nguyễn Quốc Văn,Ống Nguyễn Quốc Văn,Thành viên,Bổ nhiệm ngày 02/3/2021,,
