row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,10.438.070.008.694,12.840.447.414.071,,1.0,,10438070008694.0,12840447414071.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.2,568.708.386,32.092.635,,2.0,,568708386.0,32092635.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,10.437.501.300.308,12.840.415.321.436,,10.0,,10437501300308.0,12840415321436.0
4.,4.,4.,Giá vốn hàng bán,11,VI.3,9.963.051.405.634,12.647.310.218.768,,11.0,,9963051405634.0,12647310218768.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,474.449.894.674,193.105.102.668,,20.0,,474449894674.0,193105102668.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.4,13.311.510.834,4.071.693.624,,21.0,,13311510834.0,4071693624.0
7.,7.,7.,Chi phí tài chính,22,VI.5,43.306.322.999,118.151.609.243,,22.0,,43306322999.0,118151609243.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,4.488.772.605,112.128.081.229,,23.0,,4488772605.0,112128081229.0
8.,8.,8.,Chi phí bán hàng,25,VI.6,15.293.173.158,1.478.988.717,,25.0,,15293173158.0,1478988717.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,VI.7,50.686.166.645,14.255.536.258,,26.0,,50686166645.0,14255536258.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,378.475.742.706,63.290.662.074,,30.0,,378475742706.0,63290662074.0
11.,11.,11.,Thu nhập khác,31,VI.8,89.128.041,1.015.767.945,,31.0,,89128041.0,1015767945.0
12.,12.,12.,Chi phí khác,32,VI.9,875.925.786,6.246.829.069,,32.0,,875925786.0,6246829069.0
13.,13.,13.,Lợi nhuận khác,40,,(786.797.745),(5.231.061.124),,40.0,,-786797745.0,-5231061124.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế,50,,377.688.944.961,58.059.600.950,,50.0,,377688944961.0,58059600950.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.10,66.158.924.178,12.114.977.813,,51.0,,66158924178.0,12114977813.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,311.530.020.783,45.944.623.137,,60.0,,311530020783.0,45944623137.0
