row_label_raw,row_label_full,col_0,Hạn mức,Thời hạn vay,Mục đích vay,Lãi suất,Hình thức đảm bảo,31/12/2022,31/12/2022_1,numeric__Hạn mức,numeric__Thời hạn vay,numeric__Mục đích vay,numeric__Lãi suất,numeric__Hình thức đảm bảo,numeric__31/12/2022,numeric__31/12/2022_1
,,,Hạn mức,Thời hạn vay,Mục đích vay,Lãi suất,Hình thức đảm bảo,LAK,VND,,,,,,,
- Hợp đồng tín dụng số 104/2019/HDTDTH-PN/SHB.Lao-410100 ngày 11/11/2019,- Hợp đồng tín dụng số 104/2019/HDTDTH-PN/SHB.Lao-410100 ngày 11/11/2019,- Hợp đồng tín dụng số 104/2019/HDTDTH-PN/SHB.Lao-410100 ngày 11/11/2019,7.900.000.000 LAK,60 tháng kể từ ngày giải ngân đầu tiên,Đầu tư Tài sản cố định,9.5%/năm,"Quyền khai thác tải sản trên đất bao gồm tài sản trên đất như dự án, các công trình xây dựng và máy móc có liên quan, gần liền với hợp đồng thuê đất 23/09/2016 về việc thuê đất giữa Công ty TNHH MTV Cổ phần Phát triển Cao su Dầu Tiếng - Việt Lào và Bộ tải nguyên Môi trường nước CHDCND Lào.",1.752.463.204,2.503.919.425,,,,,,1752463204.0,2503919425.0
