row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2022 > VND,01/01/2022 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2022 > VND,numeric__01/01/2022 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.611.187.051.404,1.915.947.870.487,,,1611187051404.0,1915947870487.0
310,310,310,I. Nợ ngắn hạn,,1.239.940.179.475,1.470.867.584.545,,,1239940179475.0,1470867584545.0
311,311,311,1. Phải trả người bán ngắn hạn,17,13.622.870.464,37.389.443.909,,17.0,13622870464.0,37389443909.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,24.081.527.854,22.974.901.402,,18.0,24081527854.0,22974901402.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,50.901.425.919,28.052.081.673,,20.0,50901425919.0,28052081673.0
314,314,314,4. Phải trả người lao động,,50.239.316.049,29.687.828.238,,,50239316049.0,29687828238.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,520.520.835.036,510.863.953.740,,21.0,520520835036.0,510863953740.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,19,8.170.453.788,8.740.926.620,,19.0,8170453788.0,8740926620.0
319,319,319,7. Phải trả ngắn hạn khác,22,465.488.534.802,651.888.406.336,,22.0,465488534802.0,651888406336.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,16,84.470.341.770,158.286.963.266,,16.0,84470341770.0,158286963266.0
321,321,321,9. Dự phòng phải trả ngắn hạn,,995.000.000,-,,,995000000.0,
322,322,322,10. Quỹ khen thưởng phúc lợi,,21.449.873.793,22.983.079.361,,,21449873793.0,22983079361.0
330,330,330,II. Nợ dài hạn,,371.246.871.929,445.080.285.942,,,371246871929.0,445080285942.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,19,31.051.348.862,29.097.911.072,,19.0,31051348862.0,29097911072.0
337,337,337,2. Phải trả dài hạn khác,22,74.404.238.480,68.727.644.403,,22.0,74404238480.0,68727644403.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,16,43.720.501.959,131.077.205.743,,16.0,43720501959.0,131077205743.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,36,222.070.782.628,215.182.524.724,,36.0,222070782628.0,215182524724.0
342,342,342,5. Dự phòng phải trả dài hạn,,-,995.000.000,,,,995000000.0
400,400,400,D. VỐN CHỦ SỐ HỮU,,4.126.242.396.558,4.029.359.965.749,,,4126242396558.0,4029359965749.0
410,410,410,I. Vốn chủ sở hữu,23,4.126.242.396.558,4.029.359.965.749,,23.0,4126242396558.0,4029359965749.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.000.000.000.000,3.000.000.000.000,,,3000000000000.0,3000000000000.0
411a,411a,411a,,Cô phiếu phố thông có quyền biểu quyết,3.000.000.000.000,3.000.000.000.000,,,3000000000000.0,3000000000000.0
414,414,414,2. Vốn khác của chủ sở hữu,,11.949.349.305,11.949.349.305,,,11949349305.0,11949349305.0
416,416,416,3. Chênh lệch đánh giá lại tài sản,,(35.469.525.274),(35.469.525.274),,,-35469525274.0,-35469525274.0
417,417,417,4. Chênh lệch tỷ giá hồi doái,24,(139.410.416.402),(46.093.514.343),,24.0,-139410416402.0,-46093514343.0
418,418,418,5. Quỹ đầu tư phát triển,,55.367.268.821,55.367.268.821,,,55367268821.0,55367268821.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,815.894.014.217,561.017.546.224,,,815894014217.0,561017546224.0
421a,421a,421a,,LNST chưa phân phối lũy kế đến cuối kỳ trước,559.314.022.763,383.006.784.824,,,559314022763.0,383006784824.0
421b,421b,421b,,LNST chưa phân phối kỳ này,256.579.991.454,178.010.761.400,,,256579991454.0,178010761400.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,417.911.705.891,482.588.841.016,,,417911705891.0,482588841016.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.737.429.447.962,5.945.307.836.236,,,5737429447962.0,5945307836236.0
