row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị,31/12/2022 > Dự phòng,01/01/2022 > Giá trị,01/01/2022 > Dự phòng,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Dự phòng,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,
- Phải thu Công ty CP Đầu tư và Phát triển Tân Thành,a.1) Chi tiết theo nội dung > - Phải thu Công ty CP Đầu tư và Phát triển Tân Thành,- Phải thu Công ty CP Đầu tư và Phát triển Tân Thành,172.913.753.054,(6.500.510.532),128.714.225.213,(2.304.981.103),172913753054.0,-6500510532.0,128714225213.0,-2304981103.0
+ Tiền lãi cho vay ngắn hạn,a.1) Chi tiết theo nội dung > + Tiền lãi cho vay ngắn hạn,+ Tiền lãi cho vay ngắn hạn,57.029.572.232,(6.500.510.532),12.830.044.391,(2.304.981.103),57029572232.0,-6500510532.0,12830044391.0,-2304981103.0
+ Tiền lãi bổ sung theo thoa thuận (1),a.1) Chi tiết theo nội dung > + Tiền lãi bổ sung theo thoa thuận (1),+ Tiền lãi bổ sung theo thoa thuận (1),115.884.180.822,-,115.884.180.822,-,115884180822.0,,115884180822.0,
"- Phải thu lãi tiền gửi, cho vay","a.1) Chi tiết theo nội dung > - Phải thu lãi tiền gửi, cho vay","- Phải thu lãi tiền gửi, cho vay",15.200.287.671,-,10.094.588.219,-,15200287671.0,,10094588219.0,
- Phải thu về tạm ứng,a.1) Chi tiết theo nội dung > - Phải thu về tạm ứng,- Phải thu về tạm ứng,12.372.139.573,-,14.623.876.196,-,12372139573.0,,14623876196.0,
"- Các khoản thế chấp, ký quỹ","a.1) Chi tiết theo nội dung > - Các khoản thế chấp, ký quỹ","- Các khoản thế chấp, ký quỹ",236.729.085,-,-,-,236729085.0,,,
- Phải thu Cục thuế Bình Dương tiền hoàn thuế do hủy hợp đồng (2),a.1) Chi tiết theo nội dung > - Phải thu Cục thuế Bình Dương tiền hoàn thuế do hủy hợp đồng (2),- Phải thu Cục thuế Bình Dương tiền hoàn thuế do hủy hợp đồng (2),61.014.602.231,-,-,-,61014602231.0,,,
- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (3),a.1) Chi tiết theo nội dung > - Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (3),- Phải thu Công ty TNHH Đầu tư - Xây dựng Tân Phú tiền chênh lệch giá chuyển nhượng khu đất 43 ha (3),87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
- Phải thu khác,a.1) Chi tiết theo nội dung > - Phải thu khác,- Phải thu khác,4.408.237.519,-,2.036.646.138,-,4408237519.0,,2036646138.0,
