row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị,31/12/2022 > Dự phòng,01/01/2022 > Giá trị,01/01/2022 > Dự phòng,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Dự phòng,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Dự phòng
,,,354.132.171.730,(6.500.510.532),243.455.758.363,(2.304.981.103),354132171730.0,-6500510532.0,243455758363.0,-2304981103.0
a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,,,,
Bên liên quan,a.2) Chi tiết theo đối tượng > Bên liên quan,Bên liên quan,174.369.218.705,(6.500.510.532),129.122.625.631,(2.304.981.103),174369218705.0,-6500510532.0,129122625631.0,-2304981103.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,a.2) Chi tiết theo đối tượng > - Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,1.455.465.651,-,408.400.418,-,1455465651.0,,408400418.0,
- Công ty CP Đầu tư và Phát triển Tân Thành,a.2) Chi tiết theo đối tượng > - Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,172.913.753.054,(6.500.510.532),128.714.225.213,(2.304.981.103),172913753054.0,-6500510532.0,128714225213.0,-2304981103.0
Bên khác,a.2) Chi tiết theo đối tượng > Bên khác,Bên khác,179.762.953.025,-,114.333.132.732,-,179762953025.0,,114333132732.0,
- Công ty TNHH Đầu tư - Xây dựng Tân Phú,a.2) Chi tiết theo đối tượng > - Công ty TNHH Đầu tư - Xây dựng Tân Phú,- Công ty TNHH Đầu tư - Xây dựng Tân Phú,87.986.422.597,-,87.986.422.597,-,87986422597.0,,87986422597.0,
- Cục thuế Bình Dương,a.2) Chi tiết theo đối tượng > - Cục thuế Bình Dương,- Cục thuế Bình Dương,61.014.602.231,-,-,-,61014602231.0,,,
- Các đối tượng khác,a.2) Chi tiết theo đối tượng > - Các đối tượng khác,- Các đối tượng khác,30.761.928.197,-,26.346.710.135,-,30761928197.0,,26346710135.0,
,,,354.132.171.730,(6.500.510.532),243.455.758.363,(2.304.981.103),354132171730.0,-6500510532.0,243455758363.0,-2304981103.0
b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,b) Dải hạn,,,,
b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,,,,
"- Các khoản ký quỹ, ký cược","b.1) Chi tiết theo nội dung > - Các khoản ký quỹ, ký cược","- Các khoản ký quỹ, ký cược",138.000.000,-,133.000.000,-,138000000.0,,133000000.0,
- Phải thu tiền lãi cho vay,b.1) Chi tiết theo nội dung > - Phải thu tiền lãi cho vay,- Phải thu tiền lãi cho vay,-,-,29.984.465.152,-,,,29984465152.0,
,,,138.000.000,-,30.117.465.152,-,138000000.0,,30117465152.0,
b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,,,,
Bên liên quan,b.2) Chi tiết theo đối tượng > Bên liên quan,Bên liên quan,-,-,29.984.465.152,-,,,29984465152.0,
- Công ty CP Đầu tư và Phát triển Tân Thành,b.2) Chi tiết theo đối tượng > - Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,-,-,29.984.465.152,-,,,29984465152.0,
Bên khác,b.2) Chi tiết theo đối tượng > Bên khác,Bên khác,138.000.000,-,133.000.000,-,138000000.0,,133000000.0,
- Các đối tượng khác,b.2) Chi tiết theo đối tượng > - Các đối tượng khác,- Các đối tượng khác,138.000.000,-,133.000.000,-,138000000.0,,133000000.0,
,,,138.000.000,-,30.117.465.152,-,138000000.0,,30117465152.0,
