row_label_raw,row_label_full,b) Chi phí thuế TNDN hoãn lại,Năm 2022,Năm 2021,numeric__Năm 2022,numeric__Năm 2021
b) Chi phí thuế TNDN hoãn lại,b) Chi phí thuế TNDN hoãn lại,b) Chi phí thuế TNDN hoãn lại,VND,VND,,
Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,b) Chi phí thuế TNDN hoãn lại > Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời phải chịu thuế,19.515.211.291,13.894.554.663,19515211291.0,13894554663.0
Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập thuế thu nhập hoãn lại phải trả,b) Chi phí thuế TNDN hoãn lại > Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập thuế thu nhập hoãn lại phải trả,Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc hoàn nhập thuế thu nhập hoãn lại phải trả,(5.763.573.350),(2.710.337.398),-5763573350.0,-2710337398.0
,,,13.751.637.941,11.184.217.265,13751637941.0,11184217265.0
