row_label_raw,row_label_full,col_0,col_1,31/12/2022,01/01/2022,numeric__col_1,numeric__31/12/2022,numeric__01/01/2022
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),- Kính phí công đoàn,1.579.725.338,1.283.363.060,,1579725338.0,1283363060.0
a),a) > a),a),"- Các khoản đặt cọc, ký quỹ, ký cược",19.094.932.058,46.951.130.786,,19094932058.0,46951130786.0
a),a) > a),a),- Lợi nhuận phải nộp về Ngân sách Nhà nước (1),352.114.792.753,509.841.118.651,,352114792753.0,509841118651.0
a),a) > a),a),- Phải nộp 10% Ngân sách Đảng,91.182.771.193,91.182.771.193,,91182771193.0,91182771193.0
a),a) > a),a),- Cổ tức phải trả,16.436.368,-,,16436368.0,
a),a) > a),a),- Phải trả khác,1.499.877.092,2.630.022.646,,1499877092.0,2630022646.0
a),a) > a),a),,465.488.534.802,651.888.406.336,,465488534802.0,651888406336.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),- Nhận trước tiền đất tái định cư của các hộ dân thuộc khu tái định cư An Tây (2),56.666.666.667,56.666.666.667,,56666666667.0,56666666667.0
b),b) > b),b),"- Các khoản nhận đặt cọc, ký quỹ, ký cược dài hạn",17.737.571.813,12.060.977.736,,17737571813.0,12060977736.0
b),b) > b),b),,74.404.238.480,68.727.644.403,,74404238480.0,68727644403.0
c),c),c),Trong đó: Phải trả khác là các bên liên quan,,,,,
c),c) > c),c),- Tỉnh úy Bình Dương,443.297.563.946,601.023.889.844,,443297563946.0,601023889844.0
c),c) > c),c),,443.297.563.946,601.023.889.844,,443297563946.0,601023889844.0
