row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2022,Năm 2021,numeric__Mối quan hệ,numeric__Năm 2022,numeric__Năm 2021
,,,Mối quan hệ,VND,VND,,,
Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,,,
Ông Hà Văn Thuận,Thu nhập > Ông Hà Văn Thuận,Ông Hà Văn Thuận,Chủ tịch HĐQT (*),-,169.092.908,,,169092908.0
Ông Nguyễn An Định,Thu nhập > Ông Nguyễn An Định,Ông Nguyễn An Định,Thành viên HĐQT Tổng Giám đốc,1.080.000.000,1.834.926.244,,1080000000.0,1834926244.0
Ông Trần Hồng Khôi,Thu nhập > Ông Trần Hồng Khôi,Ông Trần Hồng Khôi,Thành viên HĐQT,-,112.728.605,,,112728605.0
Ông Võ Hồng Cường,Thu nhập > Ông Võ Hồng Cường,Ông Võ Hồng Cường,Thành viên HĐQT (*),-,124.726.244,,,124726244.0
Ông Trần Việt Anh,Thu nhập > Ông Trần Việt Anh,Ông Trần Việt Anh,Thành viên HĐQT,-,124.726.244,,,124726244.0
Ông Nguyễn Văn Thiền,Thu nhập > Ông Nguyễn Văn Thiền,Ông Nguyễn Văn Thiền,Thành viên HĐQT,-,124.726.244,,,124726244.0
Ông Mai Hữu Tín,Thu nhập > Ông Mai Hữu Tín,Ông Mai Hữu Tín,Thành viên HĐQT,-,124.726.244,,,124726244.0
Ông Lê Trọng Nghĩa,Thu nhập > Ông Lê Trọng Nghĩa,Ông Lê Trọng Nghĩa,Thành viên HĐQT Phó Tổng Giám đốc,840.000.000,740.926.244,,840000000.0,740926244.0
Ông Huỳnh Thanh Hải,Thu nhập > Ông Huỳnh Thanh Hải,Ông Huỳnh Thanh Hải,(*),-,74.095.512,,,74095512.0
Ông Đình Công Hoàng,Thu nhập > Ông Đình Công Hoàng,Ông Đình Công Hoàng,(*),-,11.997.638,,,11997638.0
