row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022,Năm 2021,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022,numeric__Năm 2021
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,1.607.025.666.201,1.489.764.180.617,,26.0,1607025666201.0,1489764180617.0
02,02,02,2. Các khoản giảm trừ doanh thu,27,1.646.802.955,1.521.703.013,,27.0,1646802955.0,1521703013.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,1.605.378.863.246,1.488.242.477.604,,,1605378863246.0,1488242477604.0
11,11,11,4. Giá vốn hàng bán,28,1.162.668.047.477,1.128.175.474.699,,28.0,1162668047477.0,1128175474699.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,442.710.815.769,360.067.002.905,,,442710815769.0,360067002905.0
21,21,21,6. Doanh thu hoạt động tài chính,29,82.889.011.854,70.894.746.268,,29.0,82889011854.0,70894746268.0
22,22,22,7. Chỉ phí tài chính,30,47.437.098.492,52.863.576.756,,30.0,47437098492.0,52863576756.0
23,23,23,Trong đó: Chỉ phí lãi vay,,16.947.552.195,29.983.317.576,,,16947552195.0,29983317576.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,152.134.498.474,126.415.522.668,,,152134498474.0,126415522668.0
25,25,25,9. Chỉ phí bán hàng,31,47.234.493.046,39.020.108.221,,31.0,47234493046.0,39020108221.0
26,26,26,10. Chỉ phí quản lý doanh nghiệp,32,165.871.533.426,138.349.587.213,,32.0,165871533426.0,138349587213.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,417.191.201.133,327.143.999.651,,,417191201133.0,327143999651.0
31,31,31,12. Thu nhập khác,33,1.344.506.910,2.797.691.637,,33.0,1344506910.0,2797691637.0
32,32,32,13. Chỉ phí khác,34,35.801.154.869,7.048.887.057,,34.0,35801154869.0,7048887057.0
40,40,40,14. Lợi nhuận khác,,(34.456.647.959),(4.251.195.420),,,-34456647959.0,-4251195420.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,382.734.553.174,322.892.804.231,,,382734553174.0,322892804231.0
51,51,51,16. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,35,51.739.709.354,47.400.004.918,,35.0,51739709354.0,47400004918.0
52,52,52,17. Chỉ phí thuế thu nhập doanh nghiệp hoãn lại,36,13.751.637.941,11.184.217.265,,36.0,13751637941.0,11184217265.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,317.243.205.879,264.308.582.048,,,317243205879.0,264308582048.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,284.033.511.599,236.700.815.510,,,284033511599.0,236700815510.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,33.209.694.280,27.607.766.538,,,33209694280.0,27607766538.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,37,,736,,37.0,,736.0
