row_label_raw,row_label_full,col_0,col_1,Năm 2022,Năm 2021,numeric__col_1,numeric__Năm 2022,numeric__Năm 2021
,,,,VND,VND,,,
Vốn đầu tư của chú sở hữu,Vốn đầu tư của chú sở hữu,Vốn đầu tư của chú sở hữu,Vốn đầu tư của chú sở hữu,Vốn đầu tư của chú sở hữu,Vốn đầu tư của chú sở hữu,,,
-,Vốn đầu tư của chú sở hữu > -,-,Vốn góp đầu kỳ,3.000.000.000.000,3.000.000.000.000,,3000000000000.0,3000000000000.0
-,Vốn đầu tư của chú sở hữu > -,-,Vốn góp cuối kỳ,3.000.000.000.000,3.000.000.000.000,,3000000000000.0,3000000000000.0
"Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:",,,
-,"Cổ tức, lợi nhuận: > -",-,"Cổ tức, lợi nhuận phải trả đầu kỳ",601.023.889.844,1.095.233.570.937,,601023889844.0,1095233570937.0
-,"Cổ tức, lợi nhuận: > -",-,+ Lợi nhuận phải nộp về ngân sách Nhà nước,601.023.889.844,1.095.233.570.937,,601023889844.0,1095233570937.0
-,"Cổ tức, lợi nhuận: > -",-,"Cổ tức, lợi nhuận phải trả trong kỳ",(155.411.717.503),1.852.104.240,,-155411717503.0,1852104240.0
-,"Cổ tức, lợi nhuận: > -",-,+ Lợi nhuận phải nộp về ngân sách Nhà nước,(157.726.325.898),-,,-157726325898.0,
-,"Cổ tức, lợi nhuận: > -",-,+ Cổ tức chia trên lợi nhuận kỳ trước,2.314.608.395,1.852.104.240,,2314608395.0,1852104240.0
-,"Cổ tức, lợi nhuận: > -",-,"Cổ tức, lợi nhuận đã chỉ trả bằng tiền",2.298.172.027,496.061.785.333,,2298172027.0,496061785333.0
-,"Cổ tức, lợi nhuận: > -",-,+ Lợi nhuận phải nộp về ngân sách Nhà nước,-,496.061.785.333,,,496061785333.0
-,"Cổ tức, lợi nhuận: > -",-,+ Cổ tức chia trên lợi nhuận kỳ này,2.298.172.027,-,,2298172027.0,
-,"Cổ tức, lợi nhuận: > -",-,"Cổ tức, lợi nhuận còn phải trả cuối kỳ",443.314.000.314,601.023.889.844,,443314000314.0,601023889844.0
-,"Cổ tức, lợi nhuận: > -",-,+ Lợi nhuận phải nộp về ngân sách Nhà nước,443.297.563.946,601.023.889.844,,443297563946.0,601023889844.0
-,"Cổ tức, lợi nhuận: > -",-,+ Cổ tức phải trả cổ đông,16.436.368,-,,16436368.0,
