row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022 > VND,Năm 2021 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022 > VND,numeric__Năm 2021 > VND
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,Lợi nhuận trước thuế,,382.734.553.174,322.892.804.231,,,382734553174.0,322892804231.0
01,01,01,Điều chính cho các khoản,,,,,,,
02,01 > 02,02,Khấu hao tài sản cố định và bất động sản đầu tư,,110.129.893.378,124.502.650.538,,,110129893378.0,124502650538.0
03,01 > 03,03,Các khoản dự phòng,,29.194.602.824,4.927.806.387,,,29194602824.0,4927806387.0
04,01 > 04,04,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(1.548.345.841),(18.385.402.698),,,-1548345841.0,-18385402698.0
05,01 > 05,05,Lỗ từ hoạt động đầu tư,,(201.580.103.229),(183.661.857.650),,,-201580103229.0,-183661857650.0
06,01 > 06,06,Chi phí lãi vay,,16.947.552.195,29.983.317.576,,,16947552195.0,29983317576.0
08,01 > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thuy đổi vốn lưu động,,335.878.152.501,280.259.318.384,,,335878152501.0,280259318384.0
09,01 > 09,09,Biển động các khoản phải thu,,52.876.083.538,(275.514.988.622),,,52876083538.0,-275514988622.0
10,01 > 10,10,Biển động hàng tồn kho,,86.894.883.858,59.753.629.340,,,86894883858.0,59753629340.0
11,01 > 11,11,Biển động các khoản phải trả,,(171.061.252.902),30.506.032.420,,,-171061252902.0,30506032420.0
12,01 > 12,12,Biển động chí phí trả trước,,23.951.742.810,35.539.898.751,,,23951742810.0,35539898751.0
14,01 > 14,14,Tiền lãi vay đã trả,,(16.890.985.927),(29.852.955.220),,,-16890985927.0,-29852955220.0
15,01 > 15,15,Thuế thu nhập doanh nghiệp đã nộp,,(30.661.249.177),(29.109.061.019),,,-30661249177.0,-29109061019.0
17,01 > 17,17,Tiền chỉ khác cho hoạt động kinh doanh,,(3.143.044.269),(3.756.704.482),,,-3143044269.0,-3756704482.0
20,01 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,277.844.330.432,67.825.169.552,,,277844330432.0,67825169552.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,01 > 21,21,"Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(56.578.226.616),(33.334.731.073),,,-56578226616.0,-33334731073.0
22,01 > 22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,519.939.480,842.002.984,,,519939480.0,842002984.0
23,01 > 23,23,"Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(248.900.000.000),(378.400.000.000),,,-248900000000.0,-378400000000.0
24,01 > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,6.038.135.921,177.730.348.938,,,6038135921.0,177730348938.0
27,01 > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,171.181.034.000,278.685.456.258,,,171181034000.0,278685456258.0
28,01 > 28,28,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(127.739.117.215),45.523.077.107,,,-127739117215.0,45523077107.0
