row_label_raw,row_label_full,col_0,col_1,31/12/2022,01/01/2022,numeric__col_1,numeric__31/12/2022,numeric__01/01/2022
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
,,,- Công cụ dụng cụ chờ phân bổ,168.427.062,1.245.298.915,,168427062.0,1245298915.0
,,,- Phí hoa hồng môi giới,833.201.131,833.201.131,,833201131.0,833201131.0
,,,- Chi phí trả trước ngắn hạn khác,1.146.862.744,1.401.694.982,,1146862744.0,1401694982.0
,,,,2.148.490.937,3.480.195.028,,2148490937.0,3480195028.0
b),b),b),Dài hạn,,,,,
,,,- Công cụ dụng cụ đang phân bổ,2.787.165.662,2.542.239.288,,2787165662.0,2542239288.0
,,,- Chi phí thuê đất,1.368.627.659,5.787.708.606,,1368627659.0,5787708606.0
,,,- Chi phí thể hội viên sân golf,1.784.723.955,1.837.604.895,,1784723955.0,1837604895.0
,,,- Chi phí sửa chữa tài sản,9.537.891.724,3.608.622.936,,9537891724.0,3608622936.0
,,,- Lợi thế kinh doanh (*),121.598.774.141,146.421.613.085,,121598774141.0,146421613085.0
,,,- Chi phí trả trước dài hạn khác,798.925.632,1.194.132.094,,798925632.0,1194132094.0
,,,,137.876.108.773,161.391.920.904,,137876108773.0,161391920904.0
