row_label_raw,row_label_full,Năm 2022,Năm 2021,numeric__Năm 2021
VND,VND,VND,VND,
1.288.196.129,VND > 1.288.196.129,1.288.196.129,820.864.186,820864186.0
72.504.562.122,VND > 72.504.562.122,72.504.562.122,60.804.466.795,60804466795.0
7.686.848.686,VND > 7.686.848.686,7.686.848.686,8.050.512.801,8050512801.0
2.751.491.166,VND > 2.751.491.166,2.751.491.166,3.488.660.261,3488660261.0
27.296.241.961,VND > 27.296.241.961,27.296.241.961,19.883.767.982,19883767982.0
24.549.770.615,VND > 24.549.770.615,24.549.770.615,15.580.316.396,15580316396.0
4.971.583.803,VND > 4.971.583.803,4.971.583.803,4.898.159.848,4898159848.0
24.822.838.944,VND > 24.822.838.944,24.822.838.944,24.822.838.944,24822838944.0
165.871.533.426,VND > 165.871.533.426,165.871.533.426,138.349.587.213,138349587213.0
4.414.195.245,VND > 4.414.195.245,4.414.195.245,3.175.911.999,3175911999.0
