row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2016,01/01/2016,numeric__Mối quan hệ,numeric__31/12/2016,numeric__01/01/2016
,,,Mối quan hệ,VND,VND,,,
Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,,,
- Công ty TNHH MTV Cao su Lộc Ninh,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,42.088.400.000,,,42088400000.0,
- Công ty TNHH MTV Cao su Krông Buk,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,35.670.000.000,,,35670000000.0,
- Công ty TNHH MTV Cao su EahLeo,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,Công ty con,41.555.378.443,,,41555378443.0,
- Công ty TNHH MTV Cao su Chư Păng,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao su Chư Păng,- Công ty TNHH MTV Cao su Chư Păng,Công ty con,30.587.015.044,,,30587015044.0,
- Công ty TNHH MTV Cao su Chư Prông,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,119.000.000.000,,,119000000000.0,
- Công ty TNHH MTV Cao Su Chư Sê,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,Công ty con,41.733.000.000,,,41733000000.0,
- Công ty TNHH MTV Cao Su Mang Yang,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,Công ty con,104.070.545.795,,,104070545795.0,
- Công ty TNHH MTV Cao su Quảng Nam,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,30.000.000.000,,,30000000000.0,
- Công ty TNHH MTV Cao su Quảng Ngãi,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,Công ty con,3.000.000.000,,,3000000000.0,
- Công ty TNHH MTV Cao su Hà Tĩnh,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,59.421.318.579,,,59421318579.0,
- Công ty TNHH MTV Cao su Thanh Hóa,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,11.550.779.552,,,11550779552.0,
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,41.862.387.624,,,41862387624.0,
- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Phải thu về tạm ứng vốn điều lệ > - Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Công ty con,18.426.070.000,,,18426070000.0,
Phải thu Cổ tức lợi nhuận được chia,Phải thu Cổ tức lợi nhuận được chia,Phải thu Cổ tức lợi nhuận được chia,Phải thu Cổ tức lợi nhuận được chia,Phải thu Cổ tức lợi nhuận được chia,Phải thu Cổ tức lợi nhuận được chia,,,
- Công ty CP Đầu tư Xây dựng Cao su,Phải thu Cổ tức lợi nhuận được chia > - Công ty CP Đầu tư Xây dựng Cao su,- Công ty CP Đầu tư Xây dựng Cao su,Công ty liên kết,5.392.000.000,6.392.000.000,,5392000000.0,6392000000.0
- Công ty CP Thủy điện GERUCO Sông Côn,Phải thu Cổ tức lợi nhuận được chia > - Công ty CP Thủy điện GERUCO Sông Côn,- Công ty CP Thủy điện GERUCO Sông Côn,Công ty con,5.000.000.000,7.650.000.000,,5000000000.0,7650000000.0
- Công ty CP Cao su Tây Ninh,Phải thu Cổ tức lợi nhuận được chia > - Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,-,13.500.000.000,,,13500000000.0
- Công ty CP Cao su Phước Hòa,Phải thu Cổ tức lợi nhuận được chia > - Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,Công ty con,-,63.237.609.000,,,63237609000.0
- Công ty CP Gỗ MDF VRG - Dongwha,Phải thu Cổ tức lợi nhuận được chia > - Công ty CP Gỗ MDF VRG - Dongwha,- Công ty CP Gỗ MDF VRG - Dongwha,Công ty con,-,122.500.000.000,,,122500000000.0
- Công ty CP VRG Khải Hoàn,Phải thu Cổ tức lợi nhuận được chia > - Công ty CP VRG Khải Hoàn,- Công ty CP VRG Khải Hoàn,Công ty con,-,14.801.600.000,,,14801600000.0
- Công ty CP Gỗ VRG Đắk Nông,Phải thu Cổ tức lợi nhuận được chia > - Công ty CP Gỗ VRG Đắk Nông,- Công ty CP Gỗ VRG Đắk Nông,Công ty con,2.095.318.726,-,,2095318726.0,
- Công ty VRG Bảo Lộc,Phải thu Cổ tức lợi nhuận được chia > - Công ty VRG Bảo Lộc,- Công ty VRG Bảo Lộc,Công ty con,20.330.871.000,-,,20330871000.0,
Phải thu tiền lãi dự thu,Phải thu tiền lãi dự thu,Phải thu tiền lãi dự thu,Phải thu tiền lãi dự thu,Phải thu tiền lãi dự thu,Phải thu tiền lãi dự thu,,,
- Công ty CP Cao su Phú Riềng Kratie,Phải thu tiền lãi dự thu > - Công ty CP Cao su Phú Riềng Kratie,- Công ty CP Cao su Phú Riềng Kratie,Công ty con,-,4.322.724.475,,,4322724475.0
- Công ty CP Cơ khí Cao su,Phải thu tiền lãi dự thu > - Công ty CP Cơ khí Cao su,- Công ty CP Cơ khí Cao su,Công ty con,-,135.416.667,,,135416667.0
- Công ty VRG Phú Yên,Phải thu tiền lãi dự thu > - Công ty VRG Phú Yên,- Công ty VRG Phú Yên,Công ty con,76.366.513,-,,76366513.0,
Phải thu lãi cho vay vốn AFD,Phải thu lãi cho vay vốn AFD,Phải thu lãi cho vay vốn AFD,Phải thu lãi cho vay vốn AFD,Phải thu lãi cho vay vốn AFD,Phải thu lãi cho vay vốn AFD,,,
- Công ty TNHH MTV Cao su Bình Thuận,Phải thu lãi cho vay vốn AFD > - Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,527.699.084,561.812.683,,527699084.0,561812683.0
- Công ty TNHH MTV Cao su Krông Buk,Phải thu lãi cho vay vốn AFD > - Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,179.781.117,199.891.107,,179781117.0,199891107.0
- Công ty TNHH MTV Cao su Eah Leo,Phải thu lãi cho vay vốn AFD > - Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,262.691.170,287.589.315,,262691170.0,287589315.0
- Công ty TNHH MTV Cao su Chư Păng,Phải thu lãi cho vay vốn AFD > - Công ty TNHH MTV Cao su Chư Păng,- Công ty TNHH MTV Cao su Chư Păng,Công ty con,1.212.843.398,1.320.885.712,,1212843398.0,1320885712.0
- Công ty TNHH MTV Cao su Chư Prông,Phải thu lãi cho vay vốn AFD > - Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,431.244.509,482.257.577,,431244509.0,482257577.0
- Công ty TNHH MTV Cao Su Chư Sê,Phải thu lãi cho vay vốn AFD > - Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,Công ty con,409.352.849,454.558.990,,409352849.0,454558990.0
- Công ty TNHH MTV Cao Su Mang Yang,Phải thu lãi cho vay vốn AFD > - Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,Công ty con,973.320.517,1.083.707.177,,973320517.0,1083707177.0
- Công ty TNHH MTV Cao su KonTum,Phải thu lãi cho vay vốn AFD > - Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,Công ty con,1.923.408.558,2.105.711.233,,1923408558.0,2105711233.0
- Công ty TNHH MTV Cao su Quảng Nam,Phải thu lãi cho vay vốn AFD > - Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,457.540.508,486.115.956,,457540508.0,486115956.0
